,keystroke_idx,time,type,prev_keystrokes,keystrokes_since,keystrokes_till,map,nextmap,prev_map
0,0,153,first,0,,,norm,shinv,
1,1,542,other,,1.0,4.0,norm,shinv,norm
2,2,663,other,,2.0,3.0,norm,shinv,norm
3,3,1026,other,,3.0,2.0,norm,shinv,norm
4,4,1140,other,,4.0,1.0,norm,shinv,norm
5,5,1253,other,,5.0,0.0,norm,shinv,norm
6,6,1368,first,5,,,shinv,norm,norm
7,7,1614,first,0,,,norm,inv,shinv
8,8,1716,other,,0.0,5.0,norm,inv,norm
9,9,1833,other,,1.0,4.0,norm,inv,norm
10,10,1956,other,,2.0,3.0,norm,inv,norm
11,11,2207,other,,3.0,2.0,norm,inv,norm
12,12,2320,other,,4.0,1.0,norm,inv,norm
13,13,2442,other,,5.0,0.0,norm,inv,norm
14,14,2561,first,6,,,inv,norm,norm
15,15,2912,first,0,,,norm,shinv,inv
16,16,3032,other,,0.0,7.0,norm,shinv,norm
17,17,3148,other,,1.0,6.0,norm,shinv,norm
18,18,3387,other,,2.0,5.0,norm,shinv,norm
19,19,3501,other,,3.0,4.0,norm,shinv,norm
20,20,3615,other,,4.0,3.0,norm,shinv,norm
21,21,3734,other,,5.0,2.0,norm,shinv,norm
22,22,3978,other,,6.0,1.0,norm,shinv,norm
23,23,4090,other,,7.0,0.0,norm,shinv,norm
24,24,4216,first,8,,,shinv,norm,norm
25,25,4334,other,,0.0,0.0,shinv,norm,shinv
26,26,4554,first,1,,,norm,inv,shinv
27,27,4665,other,,0.0,0.0,norm,inv,norm
28,28,4913,first,1,,,inv,shinv,norm
29,29,5168,other,,0.0,2.0,inv,shinv,inv
30,30,5293,other,,1.0,1.0,inv,shinv,inv
31,31,5394,other,,2.0,0.0,inv,shinv,inv
32,32,5512,first,3,,,shinv,inv,inv
33,33,5768,first,0,,,inv,norm,shinv
34,34,5886,other,,0.0,3.0,inv,norm,inv
35,35,6129,other,,1.0,2.0,inv,norm,inv
36,36,6375,other,,2.0,1.0,inv,norm,inv
37,37,6495,other,,3.0,0.0,inv,norm,inv
38,38,6617,first,4,,,norm,inv,inv
39,39,6737,other,,0.0,0.0,norm,inv,norm
40,40,6986,first,1,,,inv,norm,norm
41,41,7120,other,,0.0,3.0,inv,norm,inv
42,42,7247,other,,1.0,2.0,inv,norm,inv
43,43,7369,other,,2.0,1.0,inv,norm,inv
