,keystroke_idx,time,type,prev_keystrokes,keystrokes_since,keystrokes_till,map,nextmap,prev_map
0,0,175,first,0,,,norm,inv,
1,1,326,other,,1.0,3.0,norm,inv,norm
2,2,479,other,,2.0,2.0,norm,inv,norm
3,3,755,other,,3.0,1.0,norm,inv,norm
4,4,927,other,,4.0,0.0,norm,inv,norm
5,5,1089,first,4,,,inv,norm,norm
6,6,1255,other,,0.0,0.0,inv,norm,inv
7,7,1588,first,1,,,norm,shinv,inv
8,8,1730,other,,0.0,4.0,norm,shinv,norm
9,9,1887,other,,1.0,3.0,norm,shinv,norm
10,10,2029,other,,2.0,2.0,norm,shinv,norm
11,11,2349,other,,3.0,1.0,norm,shinv,norm
12,12,2500,other,,4.0,0.0,norm,shinv,norm
13,13,2650,first,5,,,shinv,norm,norm
14,14,2817,first,0,,,norm,inv,shinv
15,15,3137,other,,0.0,0.0,norm,inv,norm
16,16,3292,first,1,,,inv,shinv,norm
17,17,3442,other,,0.0,1.0,inv,shinv,inv
18,18,3592,other,,1.0,0.0,inv,shinv,inv
19,19,4097,first,2,,,shinv,inv,inv
20,20,4251,first,0,,,inv,norm,shinv
21,21,4417,other,,0.0,2.0,inv,norm,inv
22,22,4733,other,,1.0,1.0,inv,norm,inv
23,23,4890,other,,2.0,0.0,inv,norm,inv
24,24,5036,first,3,,,norm,inv,inv
25,25,5186,other,,0.0,0.0,norm,inv,norm
26,26,5561,first,1,,,inv,norm,norm
27,27,5738,other,,0.0,2.0,inv,norm,inv
28,28,5902,other,,1.0,1.0,inv,norm,inv
29,29,6081,other,,2.0,0.0,inv,norm,inv
30,30,6471,first,3,,,norm,shinv,inv
31,31,6614,other,,0.0,0.0,shinv,inv,norm
32,32,6761,first,1,,,inv,shinv,shinv
33,33,6910,other,,0.0,8.0,inv,shinv,inv
34,34,7221,other,,1.0,7.0,inv,shinv,inv
35,35,7368,other,,2.0,6.0,inv,shinv,inv
36,36,7515,other,,3.0,5.0,inv,shinv,inv
37,37,7659,other,,4.0,4.0,inv,shinv,inv
38,38,7996,other,,5.0,3.0,inv,shinv,inv
39,39,8150,other,,6.0,2.0,inv,shinv,inv
40,40,8298,other,,7.0,1.0,inv,shinv,inv
41,41,8440,other,,8.0,0.0,inv,shinv,inv
42,42,8750,first,9,,,shinv,inv,inv
43,43,8893,other,,0.0,2.0,shinv,inv,shinv
44,44,9032,other,,1.0,1.0,shinv,inv,shinv
45,45,9172,other,,2.0,0.0,shinv,inv,shinv
46,46,9512,first,3,,,inv,shinv,shinv
47,47,9650,other,,0.0,0.0,inv,shinv,inv
48,48,9939,first,1,,,shinv,inv,inv
49,49,10317,first,0,,,inv,shinv,shinv
50,50,10468,other,,0.0,7.0,inv,shinv,inv
51,51,10620,other,,1.0,6.0,inv,shinv,inv
52,52,10762,other,,2.0,5.0,inv,shinv,inv
53,53,11105,other,,3.0,4.0,inv,shinv,inv
54,54,11271,other,,4.0,3.0,inv,shinv,inv
55,55,11420,other,,5.0,2.0,inv,shinv,inv
56,56,11580,other,,6.0,1.0,inv,shinv,inv
57,57,11959,other,,7.0,0.0,inv,shinv,inv
58,58,12109,first,8,,,shinv,inv,inv
59,59,12253,other,,0.0,1.0,shinv,inv,shinv
60,60,12400,other,,1.0,0.0,shinv,inv,shinv
61,61,12738,first,2,,,inv,shinv,shinv
62,62,12889,other,,0.0,1.0,inv,shinv,inv
63,63,13037,other,,1.0,0.0,inv,shinv,inv
64,64,13179,first,2,,,shinv,inv,inv
65,65,13467,other,,0.0,2.0,shinv,inv,shinv
66,66,13607,other,,1.0,1.0,shinv,inv,shinv
67,67,13744,other,,2.0,0.0,shinv,inv,shinv
68,68,13897,first,3,,,inv,norm,shinv
69,69,14175,other,,0.0,0.0,inv,norm,inv
70,70,14360,first,1,,,norm,inv,inv
71,71,14491,first,0,,,inv,norm,norm
72,72,14641,other,,0.0,4.0,inv,norm,inv
73,73,14917,other,,1.0,3.0,inv,norm,inv
74,74,15070,other,,2.0,2.0,inv,norm,inv
75,75,15205,other,,3.0,1.0,inv,norm,inv
76,76,15339,other,,4.0,0.0,inv,norm,inv
77,77,15671,first,5,,,norm,shinv,inv
78,78,15808,other,,0.0,0.0,shinv,inv,norm
79,79,15954,first,1,,,inv,shinv,shinv
80,80,16096,other,,0.0,0.0,inv,shinv,inv
81,81,16440,first,1,,,shinv,norm,inv
82,82,16576,other,,0.0,2.0,shinv,norm,shinv
83,83,16724,other,,1.0,1.0,shinv,norm,shinv
84,84,16863,other,,2.0,0.0,shinv,norm,shinv
85,85,17165,first,3,,,norm,shinv,shinv
86,86,17296,other,,0.0,4.0,norm,shinv,norm
87,87,17436,other,,1.0,3.0,norm,shinv,norm
88,88,17570,other,,2.0,2.0,norm,shinv,norm
89,89,17979,other,,3.0,1.0,norm,shinv,norm
90,90,18102,other,,4.0,0.0,norm,shinv,norm
91,91,18245,first,5,,,shinv,norm,norm
92,92,18402,other,,0.0,0.0,shinv,norm,shinv
93,93,18692,first,1,,,norm,inv,shinv
94,94,18833,other,,0.0,2.0,norm,inv,norm
95,95,19004,other,,1.0,1.0,norm,inv,norm
96,96,19150,other,,2.0,0.0,norm,inv,norm
97,97,19501,first,3,,,inv,shinv,norm
98,98,19644,other,,0.0,11.0,inv,shinv,inv
99,99,19777,other,,1.0,10.0,inv,shinv,inv
100,100,19913,other,,2.0,9.0,inv,shinv,inv
101,101,20236,other,,3.0,8.0,inv,shinv,inv
102,102,20376,other,,4.0,7.0,inv,shinv,inv
103,103,20510,other,,5.0,6.0,inv,shinv,inv
104,104,20649,other,,6.0,5.0,inv,shinv,inv
105,105,20944,other,,7.0,4.0,inv,shinv,inv
106,106,21098,other,,8.0,3.0,inv,shinv,inv
107,107,21227,other,,9.0,2.0,inv,shinv,inv
108,108,21371,other,,10.0,1.0,inv,shinv,inv
109,109,21645,other,,11.0,0.0,inv,shinv,inv
110,110,21786,first,12,,,shinv,inv,inv
111,111,21918,other,,0.0,3.0,shinv,inv,shinv
112,112,22058,other,,1.0,2.0,shinv,inv,shinv
113,113,22374,other,,2.0,1.0,shinv,inv,shinv
114,114,22504,other,,3.0,0.0,shinv,inv,shinv
115,115,22652,first,4,,,inv,norm,shinv
116,116,22789,other,,0.0,0.0,inv,norm,inv
117,117,23135,first,1,,,norm,inv,inv
118,118,23269,first,0,,,inv,norm,norm
119,119,23414,other,,0.0,2.0,inv,norm,inv
120,120,23559,other,,1.0,1.0,inv,norm,inv
121,121,23935,other,,2.0,0.0,inv,norm,inv
122,122,24083,first,3,,,norm,shinv,inv
123,123,24228,other,,0.0,0.0,norm,shinv,norm
124,124,24375,first,1,,,shinv,inv,norm
125,125,24630,first,0,,,inv,shinv,shinv
126,126,24761,other,,0.0,0.0,inv,shinv,inv
127,127,24907,first,1,,,shinv,norm,inv
128,128,25051,other,,0.0,4.0,shinv,norm,shinv
129,129,25337,other,,1.0,3.0,shinv,norm,shinv
130,130,25472,other,,2.0,2.0,shinv,norm,shinv
131,131,25612,other,,3.0,1.0,shinv,norm,shinv
132,132,25743,other,,4.0,0.0,shinv,norm,shinv
133,133,25981,first,5,,,norm,shinv,shinv
134,134,26115,other,,0.0,4.0,norm,shinv,norm
135,135,26252,other,,1.0,3.0,norm,shinv,norm
136,136,26396,other,,2.0,2.0,norm,shinv,norm
137,137,26694,other,,3.0,1.0,norm,shinv,norm
138,138,26830,other,,4.0,0.0,norm,shinv,norm
139,139,26970,first,5,,,shinv,norm,norm
140,140,27117,other,,0.0,0.0,shinv,norm,shinv
141,141,27357,first,1,,,norm,inv,shinv
142,142,27488,other,,0.0,4.0,norm,inv,norm
143,143,27622,other,,1.0,3.0,norm,inv,norm
144,144,27753,other,,2.0,2.0,norm,inv,norm
145,145,28015,other,,3.0,1.0,norm,inv,norm
146,146,28146,other,,4.0,0.0,norm,inv,norm
147,147,28279,first,5,,,inv,norm,norm
148,148,28418,other,,0.0,16.0,inv,norm,inv
149,149,28680,other,,1.0,15.0,inv,norm,inv
150,150,28817,other,,2.0,14.0,inv,norm,inv
151,151,28957,other,,3.0,13.0,inv,norm,inv
152,152,29115,other,,4.0,12.0,inv,norm,inv
153,153,29377,other,,5.0,11.0,inv,norm,inv
154,154,29509,other,,6.0,10.0,inv,norm,inv
155,155,29640,other,,7.0,9.0,inv,norm,inv
156,156,29777,other,,8.0,8.0,inv,norm,inv
157,157,30123,other,,9.0,7.0,inv,norm,inv
158,158,30265,other,,10.0,6.0,inv,norm,inv
159,159,30403,other,,11.0,5.0,inv,norm,inv
160,160,30558,other,,12.0,4.0,inv,norm,inv
161,161,30928,other,,13.0,3.0,inv,norm,inv
162,162,31069,other,,14.0,2.0,inv,norm,inv
163,163,31204,other,,15.0,1.0,inv,norm,inv
164,164,31341,other,,16.0,0.0,inv,norm,inv
165,165,31638,first,17,,,norm,inv,inv
166,166,31763,other,,0.0,0.0,norm,inv,norm
167,167,31890,first,1,,,inv,norm,norm
168,168,32028,other,,0.0,2.0,inv,norm,inv
169,169,32426,other,,1.0,1.0,inv,norm,inv
170,170,32556,other,,2.0,0.0,inv,norm,inv
171,171,32840,first,3,,,norm,shinv,inv
172,172,33082,first,0,,,shinv,shinv,norm
173,173,33213,other,,0.0,11.0,shinv,shinv,shinv
174,174,33349,other,,1.0,10.0,shinv,shinv,shinv
175,175,33484,other,,2.0,9.0,shinv,shinv,shinv
176,176,33634,other,,3.0,8.0,shinv,shinv,shinv
177,177,33965,other,,4.0,7.0,shinv,shinv,shinv
178,178,34100,other,,5.0,6.0,shinv,shinv,shinv
179,179,34248,other,,6.0,5.0,shinv,shinv,shinv
180,180,34381,other,,7.0,4.0,shinv,shinv,shinv
181,181,34691,other,,8.0,3.0,shinv,shinv,shinv
182,182,34830,other,,9.0,2.0,shinv,shinv,shinv
183,183,34967,other,,10.0,1.0,shinv,shinv,shinv
184,184,35102,other,,11.0,0.0,shinv,shinv,shinv
185,185,35384,first,12,,,shinv,inv,shinv
186,186,35506,other,,0.0,2.0,shinv,inv,shinv
187,187,35639,other,,1.0,1.0,shinv,inv,shinv
188,188,35768,other,,2.0,0.0,shinv,inv,shinv
189,189,36021,first,3,,,inv,shinv,shinv
190,190,36142,other,,0.0,1.0,inv,shinv,inv
191,191,36265,other,,1.0,0.0,inv,shinv,inv
192,192,36397,first,2,,,shinv,inv,inv
193,193,36636,first,0,,,inv,shinv,shinv
194,194,36757,other,,0.0,10.0,inv,shinv,inv
195,195,36878,other,,1.0,9.0,inv,shinv,inv
196,196,37000,other,,2.0,8.0,inv,shinv,inv
197,197,37255,other,,3.0,7.0,inv,shinv,inv
198,198,37382,other,,4.0,6.0,inv,shinv,inv
199,199,37516,other,,5.0,5.0,inv,shinv,inv
200,200,37647,other,,6.0,4.0,inv,shinv,inv
201,201,37975,other,,7.0,3.0,inv,shinv,inv
202,202,38099,other,,8.0,2.0,inv,shinv,inv
203,203,38231,other,,9.0,1.0,inv,shinv,inv
204,204,38361,other,,10.0,0.0,inv,shinv,inv
205,205,38661,first,11,,,shinv,inv,inv
206,206,38786,other,,0.0,2.0,shinv,inv,shinv
207,207,38921,other,,1.0,1.0,shinv,inv,shinv
208,208,39046,other,,2.0,0.0,shinv,inv,shinv
209,209,39381,first,3,,,inv,norm,shinv
210,210,39505,other,,0.0,15.0,inv,norm,inv
211,211,39635,other,,1.0,14.0,inv,norm,inv
212,212,39768,other,,2.0,13.0,inv,norm,inv
213,213,40074,other,,3.0,12.0,inv,norm,inv
214,214,40209,other,,4.0,11.0,inv,norm,inv
215,215,40340,other,,5.0,10.0,inv,norm,inv
216,216,40472,other,,6.0,9.0,inv,norm,inv
