,keystroke_idx,time,type,prev_keystrokes,keystrokes_since,keystrokes_till,map,nextmap,prev_map
0,0,213,first,0,,,norm,shinv,
1,1,378,other,,1.0,3.0,norm,shinv,norm
2,2,703,other,,2.0,2.0,norm,shinv,norm
3,3,867,other,,3.0,1.0,norm,shinv,norm
4,4,1116,other,,4.0,0.0,norm,shinv,norm
5,5,1293,first,4,,,shinv,norm,norm
6,6,1623,first,0,,,norm,inv,shinv
7,7,1792,other,,0.0,2.0,norm,inv,norm
8,8,2137,other,,1.0,1.0,norm,inv,norm
9,9,2308,other,,2.0,0.0,norm,inv,norm
10,10,2639,first,3,,,inv,norm,norm
11,11,2809,other,,0.0,0.0,inv,norm,inv
12,12,3139,first,1,,,norm,shinv,inv
13,13,3316,other,,0.0,2.0,norm,shinv,norm
14,14,3664,other,,1.0,1.0,norm,shinv,norm
15,15,3839,other,,2.0,0.0,norm,shinv,norm
16,16,4191,first,3,,,shinv,norm,norm
17,17,4366,first,0,,,norm,inv,shinv
18,18,4707,other,,0.0,0.0,norm,inv,norm
19,19,4878,first,1,,,inv,shinv,norm
20,20,5208,other,,0.0,1.0,inv,shinv,inv
21,21,5372,other,,1.0,0.0,inv,shinv,inv
22,22,5724,first,2,,,shinv,inv,inv
23,23,5896,first,0,,,inv,norm,shinv
24,24,6271,other,,0.0,1.0,inv,norm,inv
25,25,6473,other,,1.0,0.0,inv,norm,inv
26,26,6868,first,2,,,norm,inv,inv
27,27,7058,other,,0.0,2.0,inv,norm,norm
28,28,7445,other,,1.0,1.0,inv,norm,inv
29,29,7632,other,,2.0,0.0,inv,norm,inv
30,30,8027,first,3,,,norm,shinv,inv
31,31,8214,first,0,,,shinv,inv,norm
32,32,8604,other,,0.0,5.0,inv,shinv,shinv
33,33,8789,other,,1.0,4.0,inv,shinv,inv
34,34,9163,other,,2.0,3.0,inv,shinv,inv
35,35,9354,other,,3.0,2.0,inv,shinv,inv
36,36,9731,other,,4.0,1.0,inv,shinv,inv
37,37,9910,other,,5.0,0.0,inv,shinv,inv
38,38,10256,first,6,,,shinv,inv,inv
39,39,10439,other,,0.0,0.0,shinv,inv,shinv
40,40,10804,first,1,,,inv,shinv,shinv
41,41,10983,other,,0.0,0.0,inv,shinv,inv
42,42,11428,first,1,,,shinv,inv,inv
43,43,11613,first,0,,,inv,shinv,shinv
44,44,11959,other,,0.0,6.0,inv,shinv,inv
45,45,12142,other,,1.0,5.0,inv,shinv,inv
46,46,12492,other,,2.0,4.0,inv,shinv,inv
47,47,12678,other,,3.0,3.0,inv,shinv,inv
48,48,12930,other,,4.0,2.0,inv,shinv,inv
49,49,13111,other,,5.0,1.0,inv,shinv,inv
50,50,13470,other,,6.0,0.0,inv,shinv,inv
51,51,13648,first,7,,,shinv,inv,inv
52,52,13983,other,,0.0,0.0,shinv,inv,shinv
53,53,14153,first,1,,,inv,shinv,shinv
54,54,14507,other,,0.0,0.0,inv,shinv,inv
55,55,14680,first,1,,,shinv,inv,inv
56,56,15009,other,,0.0,1.0,shinv,inv,shinv
57,57,15175,other,,1.0,0.0,shinv,inv,shinv
58,58,15509,first,2,,,inv,norm,shinv
59,59,15676,other,,0.0,0.0,inv,norm,inv
60,60,16007,first,1,,,norm,inv,inv
61,61,16171,other,,0.0,2.0,inv,norm,norm
62,62,16488,other,,1.0,1.0,inv,norm,inv
63,63,16654,other,,2.0,0.0,inv,norm,inv
64,64,16976,first,3,,,norm,shinv,inv
65,65,17131,other,,0.0,0.0,norm,shinv,norm
66,66,17448,first,1,,,shinv,inv,norm
67,67,17608,other,,0.0,0.0,inv,shinv,shinv
68,68,17915,first,1,,,shinv,norm,inv
69,69,18072,other,,0.0,2.0,shinv,norm,shinv
70,70,18395,other,,1.0,1.0,shinv,norm,shinv
71,71,18555,other,,2.0,0.0,shinv,norm,shinv
72,72,18807,first,3,,,norm,shinv,shinv
73,73,18981,other,,0.0,2.0,norm,shinv,norm
74,74,19307,other,,1.0,1.0,norm,shinv,norm
75,75,19471,other,,2.0,0.0,norm,shinv,norm
76,76,19809,first,3,,,shinv,norm,norm
77,77,19977,first,0,,,norm,inv,shinv
78,78,20303,other,,0.0,3.0,norm,inv,norm
79,79,20461,other,,1.0,2.0,norm,inv,norm
80,80,20791,other,,2.0,1.0,norm,inv,norm
81,81,20945,other,,3.0,0.0,norm,inv,norm
82,82,21267,first,4,,,inv,shinv,norm
83,83,21425,other,,0.0,8.0,inv,shinv,inv
84,84,21725,other,,1.0,7.0,inv,shinv,inv
85,85,21885,other,,2.0,6.0,inv,shinv,inv
86,86,22189,other,,3.0,5.0,inv,shinv,inv
87,87,22350,other,,4.0,4.0,inv,shinv,inv
88,88,22678,other,,5.0,3.0,inv,shinv,inv
89,89,22867,other,,6.0,2.0,inv,shinv,inv
90,90,22975,other,,7.0,1.0,inv,shinv,inv
91,91,23269,other,,8.0,0.0,inv,shinv,inv
92,92,23470,first,9,,,shinv,inv,inv
93,93,23875,other,,0.0,0.0,shinv,inv,shinv
94,94,24069,first,1,,,inv,norm,shinv
95,95,24454,first,0,,,norm,inv,inv
96,96,24639,other,,0.0,0.0,norm,inv,norm
97,97,25000,first,1,,,inv,norm,norm
98,98,25186,other,,0.0,1.0,inv,norm,inv
99,99,25580,other,,1.0,0.0,inv,norm,inv
100,100,25760,first,2,,,norm,shinv,inv
101,101,26128,first,0,,,shinv,inv,norm
102,102,26304,other,,0.0,0.0,inv,shinv,shinv
103,103,26679,first,1,,,shinv,norm,inv
104,104,26863,other,,0.0,1.0,shinv,norm,shinv
105,105,27231,other,,1.0,0.0,shinv,norm,shinv
106,106,27409,first,2,,,norm,shinv,shinv
107,107,27770,other,,0.0,2.0,norm,shinv,norm
108,108,27954,other,,1.0,1.0,norm,shinv,norm
109,109,28326,other,,2.0,0.0,norm,shinv,norm
110,110,28492,first,3,,,shinv,norm,norm
111,111,28845,first,0,,,norm,inv,shinv
112,112,29011,other,,0.0,2.0,norm,inv,norm
113,113,29349,other,,1.0,1.0,norm,inv,norm
114,114,29530,other,,2.0,0.0,norm,inv,norm
115,115,29905,first,3,,,inv,norm,norm
116,116,30078,other,,0.0,12.0,inv,norm,inv
117,117,30505,other,,1.0,11.0,inv,norm,inv
118,118,30674,other,,2.0,10.0,inv,norm,inv
119,119,30932,other,,3.0,9.0,inv,norm,inv
120,120,31109,other,,4.0,8.0,inv,norm,inv
121,121,31461,other,,5.0,7.0,inv,norm,inv
122,122,31628,other,,6.0,6.0,inv,norm,inv
123,123,31977,other,,7.0,5.0,inv,norm,inv
124,124,32147,other,,8.0,4.0,inv,norm,inv
125,125,32477,other,,9.0,3.0,inv,norm,inv
126,126,32635,other,,10.0,2.0,inv,norm,inv
127,127,32978,other,,11.0,1.0,inv,norm,inv
128,128,33142,other,,12.0,0.0,inv,norm,inv
129,129,33469,first,13,,,norm,inv,inv
130,130,33629,other,,0.0,2.0,inv,norm,norm
131,131,33946,other,,1.0,1.0,inv,norm,inv
132,132,34102,other,,2.0,0.0,inv,norm,inv
133,133,34443,first,3,,,norm,shinv,inv
134,134,34600,first,0,,,shinv,shinv,norm
135,135,34915,other,,0.0,8.0,shinv,shinv,shinv
136,136,35071,other,,1.0,7.0,shinv,shinv,shinv
137,137,35381,other,,2.0,6.0,shinv,shinv,shinv
138,138,35538,other,,3.0,5.0,shinv,shinv,shinv
139,139,35862,other,,4.0,4.0,shinv,shinv,shinv
140,140,36017,other,,5.0,3.0,shinv,shinv,shinv
141,141,36337,other,,6.0,2.0,shinv,shinv,shinv
142,142,36494,other,,7.0,1.0,shinv,shinv,shinv
143,143,36809,other,,8.0,0.0,shinv,shinv,shinv
