,keystroke_idx,time,type,prev_keystrokes,keystrokes_since,keystrokes_till,map,nextmap,prev_map
0,0,142,first,0,,,norm,shinv,
1,1,349,other,,1.0,5.0,norm,shinv,norm
2,2,451,other,,2.0,4.0,norm,shinv,norm
3,3,650,other,,3.0,3.0,norm,shinv,norm
4,4,867,other,,4.0,2.0,norm,shinv,norm
5,5,1061,other,,5.0,1.0,norm,shinv,norm
6,6,1175,other,,6.0,0.0,norm,shinv,norm
7,7,1442,first,6,,,shinv,norm,norm
8,8,1637,first,0,,,norm,inv,shinv
9,9,1917,other,,0.0,4.0,norm,inv,norm
10,10,2100,other,,1.0,3.0,norm,inv,norm
11,11,2208,other,,2.0,2.0,norm,inv,norm
12,12,2415,other,,3.0,1.0,norm,inv,norm
13,13,2516,other,,4.0,0.0,norm,inv,norm
14,14,2705,first,5,,,inv,norm,norm
15,15,2948,first,0,,,norm,shinv,inv
16,16,3128,other,,0.0,5.0,norm,shinv,norm
17,17,3232,other,,1.0,4.0,norm,shinv,norm
18,18,3427,other,,2.0,3.0,norm,shinv,norm
19,19,3619,other,,3.0,2.0,norm,shinv,norm
20,20,3940,other,,4.0,1.0,norm,shinv,norm
21,21,4042,other,,5.0,0.0,norm,shinv,norm
22,22,4145,first,6,,,shinv,norm,norm
23,23,4250,other,,0.0,0.0,shinv,norm,shinv
24,24,4526,first,1,,,norm,inv,shinv
25,25,4659,other,,0.0,0.0,norm,inv,norm
26,26,4764,first,1,,,inv,shinv,norm
27,27,5173,other,,0.0,2.0,inv,shinv,inv
28,28,5277,other,,1.0,1.0,inv,shinv,inv
29,29,5451,other,,2.0,0.0,inv,shinv,inv
30,30,5713,first,3,,,shinv,inv,inv
31,31,5816,first,0,,,inv,norm,shinv
32,32,5993,other,,0.0,2.0,inv,norm,inv
33,33,6287,other,,1.0,1.0,inv,norm,inv
34,34,6388,other,,2.0,0.0,inv,norm,inv
35,35,6579,first,3,,,norm,inv,inv
36,36,6820,first,0,,,inv,norm,norm
37,37,7009,other,,0.0,4.0,inv,norm,inv
38,38,7112,other,,1.0,3.0,inv,norm,inv
39,39,7344,other,,2.0,2.0,inv,norm,inv
40,40,7518,other,,3.0,1.0,inv,norm,inv
41,41,7623,other,,4.0,0.0,inv,norm,inv
42,42,7940,first,5,,,norm,shinv,inv
43,43,8130,other,,0.0,0.0,shinv,inv,norm
44,44,8233,first,1,,,inv,shinv,shinv
45,45,8696,other,,0.0,7.0,inv,shinv,inv
46,46,8871,other,,1.0,6.0,inv,shinv,inv
47,47,8982,other,,2.0,5.0,inv,shinv,inv
48,48,9402,other,,3.0,4.0,inv,shinv,inv
49,49,9588,other,,4.0,3.0,inv,shinv,inv
50,50,9690,other,,5.0,2.0,inv,shinv,inv
51,51,9938,other,,6.0,1.0,inv,shinv,inv
52,52,10127,other,,7.0,0.0,inv,shinv,inv
53,53,10506,first,8,,,shinv,inv,inv
54,54,10701,other,,0.0,0.0,shinv,inv,shinv
55,55,10803,first,1,,,inv,shinv,shinv
56,56,11044,other,,0.0,2.0,inv,shinv,inv
57,57,11145,other,,1.0,1.0,inv,shinv,inv
58,58,11251,other,,2.0,0.0,inv,shinv,inv
59,59,11613,first,3,,,shinv,inv,inv
60,60,11814,other,,0.0,5.0,inv,shinv,shinv
61,61,12191,other,,1.0,4.0,inv,shinv,inv
62,62,12381,other,,2.0,3.0,inv,shinv,inv
63,63,12489,other,,3.0,2.0,inv,shinv,inv
64,64,12935,other,,4.0,1.0,inv,shinv,inv
65,65,13105,other,,5.0,0.0,inv,shinv,inv
66,66,14035,first,6,,,shinv,inv,inv
67,67,14212,first,0,,,inv,shinv,shinv
68,68,14580,other,,0.0,0.0,inv,shinv,inv
69,69,14752,first,1,,,shinv,inv,inv
70,70,15181,other,,0.0,1.0,shinv,inv,shinv
71,71,15352,other,,1.0,0.0,shinv,inv,shinv
72,72,15794,first,2,,,inv,norm,shinv
73,73,15980,other,,0.0,0.0,norm,inv,inv
74,74,16083,first,1,,,inv,norm,norm
75,75,16344,other,,0.0,2.0,inv,norm,inv
76,76,16446,other,,1.0,1.0,inv,norm,inv
77,77,16649,other,,2.0,0.0,inv,norm,inv
78,78,17491,first,3,,,norm,shinv,inv
79,79,17668,first,0,,,shinv,inv,norm
80,80,18031,other,,0.0,3.0,inv,shinv,shinv
81,81,18213,other,,1.0,2.0,shinv,norm,inv
82,82,18314,other,,2.0,1.0,shinv,norm,shinv
83,83,18654,other,,3.0,0.0,shinv,norm,shinv
84,84,18843,first,4,,,norm,shinv,shinv
85,85,19185,other,,0.0,2.0,norm,shinv,norm
86,86,19286,other,,1.0,1.0,norm,shinv,norm
87,87,19468,other,,2.0,0.0,norm,shinv,norm
88,88,19891,first,3,,,shinv,norm,norm
89,89,20069,first,0,,,norm,inv,shinv
90,90,20338,other,,0.0,3.0,norm,inv,norm
91,91,20603,other,,1.0,2.0,norm,inv,norm
92,92,20706,other,,2.0,1.0,norm,inv,norm
93,93,20908,other,,3.0,0.0,norm,inv,norm
94,94,21087,first,4,,,inv,shinv,norm
95,95,21349,other,,0.0,6.0,inv,shinv,inv
96,96,21539,other,,1.0,5.0,inv,shinv,inv
97,97,21643,other,,2.0,4.0,inv,shinv,inv
98,98,21915,other,,3.0,3.0,inv,shinv,inv
99,99,22096,other,,4.0,2.0,inv,shinv,inv
100,100,23057,other,,5.0,1.0,inv,shinv,inv
101,101,23233,other,,6.0,0.0,inv,shinv,inv
102,102,23341,first,7,,,shinv,inv,inv
103,103,23882,other,,0.0,1.0,shinv,inv,shinv
104,104,23986,other,,1.0,0.0,shinv,inv,shinv
105,105,24164,first,2,,,inv,norm,shinv
106,106,24789,first,0,,,norm,inv,inv
107,107,24891,other,,0.0,2.0,inv,norm,norm
108,108,25078,other,,1.0,1.0,inv,norm,inv
109,109,25450,other,,2.0,0.0,inv,norm,inv
110,110,25628,first,3,,,norm,shinv,inv
111,111,26269,first,0,,,shinv,inv,norm
112,112,26432,first,0,,,inv,shinv,shinv
113,113,26555,other,,0.0,3.0,shinv,norm,inv
114,114,26674,other,,1.0,2.0,shinv,norm,shinv
115,115,27087,other,,2.0,1.0,shinv,norm,shinv
116,116,27210,other,,3.0,0.0,shinv,norm,shinv
117,117,27412,first,4,,,norm,shinv,shinv
118,118,27820,other,,0.0,3.0,norm,shinv,norm
119,119,27925,other,,1.0,2.0,norm,shinv,norm
120,120,28112,other,,2.0,1.0,norm,shinv,norm
121,121,28359,other,,3.0,0.0,norm,shinv,norm
122,122,28540,first,4,,,shinv,norm,norm
123,123,28925,first,0,,,norm,inv,shinv
124,124,29035,other,,0.0,3.0,norm,inv,norm
125,125,29141,other,,1.0,2.0,norm,inv,norm
126,126,29477,other,,2.0,1.0,norm,inv,norm
127,127,29596,other,,3.0,0.0,norm,inv,norm
128,128,29703,first,4,,,inv,norm,norm
129,129,29818,other,,0.0,15.0,inv,norm,inv
130,130,30109,other,,1.0,14.0,inv,norm,inv
131,131,30280,other,,2.0,13.0,inv,norm,inv
132,132,30387,other,,3.0,12.0,inv,norm,inv
133,133,30494,other,,4.0,11.0,inv,norm,inv
134,134,30794,other,,5.0,10.0,inv,norm,inv
135,135,30963,other,,6.0,9.0,inv,norm,inv
136,136,31096,other,,7.0,8.0,inv,norm,inv
137,137,31434,other,,8.0,7.0,inv,norm,inv
138,138,31536,other,,9.0,6.0,inv,norm,inv
139,139,31684,other,,10.0,5.0,inv,norm,inv
140,140,31789,other,,11.0,4.0,inv,norm,inv
141,141,32436,other,,12.0,3.0,inv,norm,inv
142,142,32602,other,,13.0,2.0,inv,norm,inv
143,143,32944,other,,14.0,1.0,inv,norm,inv
144,144,33047,other,,15.0,0.0,inv,norm,inv
145,145,33238,first,16,,,norm,inv,inv
146,146,33475,first,0,,,inv,norm,norm
147,147,33579,other,,0.0,3.0,inv,norm,inv
148,148,33784,other,,1.0,2.0,inv,norm,inv
149,149,34179,other,,2.0,1.0,inv,norm,inv
150,150,34280,other,,3.0,0.0,inv,norm,inv
151,151,34468,first,4,,,norm,shinv,inv
152,152,34899,first,0,,,shinv,shinv,norm
153,153,35021,other,,0.0,11.0,shinv,shinv,shinv
154,154,35237,other,,1.0,10.0,shinv,shinv,shinv
155,155,35533,other,,2.0,9.0,shinv,shinv,shinv
156,156,35638,other,,3.0,8.0,shinv,shinv,shinv
157,157,35742,other,,4.0,7.0,shinv,shinv,shinv
158,158,35848,other,,5.0,6.0,shinv,shinv,shinv
159,159,36102,other,,6.0,5.0,shinv,shinv,shinv
160,160,36203,other,,7.0,4.0,shinv,shinv,shinv
161,161,36312,other,,8.0,3.0,shinv,shinv,shinv
162,162,36422,other,,9.0,2.0,shinv,shinv,shinv
163,163,36619,other,,10.0,1.0,shinv,shinv,shinv
164,164,36722,other,,11.0,0.0,shinv,shinv,shinv
165,165,36915,first,12,,,shinv,inv,shinv
166,166,37189,other,,0.0,1.0,shinv,inv,shinv
167,167,37292,other,,1.0,0.0,shinv,inv,shinv
168,168,37481,first,2,,,inv,shinv,shinv
169,169,37732,other,,0.0,1.0,inv,shinv,inv
170,170,37834,other,,1.0,0.0,inv,shinv,inv
171,171,37936,first,2,,,shinv,inv,inv
172,172,38037,other,,0.0,0.0,shinv,inv,shinv
173,173,38298,first,1,,,inv,shinv,shinv
174,174,38473,other,,0.0,8.0,inv,shinv,inv
