,keystroke_idx,time,type,prev_keystrokes,keystrokes_since,keystrokes_till,map,nextmap,prev_map
0,0,93,first,0,,,norm,shinv,
1,1,220,other,,1.0,4.0,norm,shinv,norm
2,2,802,other,,2.0,3.0,norm,shinv,norm
3,3,927,other,,3.0,2.0,norm,shinv,norm
4,4,1043,other,,4.0,1.0,norm,shinv,norm
5,5,1155,other,,5.0,0.0,norm,shinv,norm
6,6,1676,first,5,,,shinv,norm,norm
7,7,1804,other,,0.0,2.0,norm,inv,shinv
8,8,1935,other,,1.0,1.0,norm,inv,norm
9,9,2064,other,,2.0,0.0,norm,inv,norm
10,10,2616,first,3,,,inv,norm,norm
11,11,2739,other,,0.0,0.0,inv,norm,inv
12,12,2857,first,1,,,norm,shinv,inv
13,13,2973,other,,0.0,4.0,norm,shinv,norm
14,14,3446,other,,1.0,3.0,norm,shinv,norm
15,15,3565,other,,2.0,2.0,norm,shinv,norm
16,16,3681,other,,3.0,1.0,norm,shinv,norm
17,17,3805,other,,4.0,0.0,norm,shinv,norm
18,18,4431,first,5,,,shinv,norm,norm
19,19,4589,other,,0.0,1.0,norm,inv,shinv
20,20,4715,other,,1.0,0.0,norm,inv,norm
21,21,4853,first,2,,,inv,shinv,norm
22,22,5569,first,0,,,shinv,inv,inv
23,23,5688,other,,0.0,0.0,shinv,inv,shinv
24,24,5819,first,1,,,inv,norm,shinv
25,25,5946,other,,0.0,1.0,inv,norm,inv
26,26,6494,other,,1.0,0.0,inv,norm,inv
27,27,6629,first,2,,,norm,inv,inv
28,28,6761,other,,0.0,0.0,norm,inv,norm
29,29,6890,first,1,,,inv,norm,norm
30,30,7393,other,,0.0,1.0,inv,norm,inv
31,31,7572,other,,1.0,0.0,inv,norm,inv
32,32,7752,first,2,,,norm,shinv,inv
33,33,7910,other,,0.0,0.0,norm,shinv,norm
34,34,8673,first,1,,,shinv,inv,norm
35,35,8813,other,,0.0,4.0,inv,shinv,shinv
36,36,8987,other,,1.0,3.0,inv,shinv,inv
37,37,9137,other,,2.0,2.0,inv,shinv,inv
38,38,9944,other,,3.0,1.0,inv,shinv,inv
39,39,10100,other,,4.0,0.0,inv,shinv,inv
40,40,10259,first,5,,,shinv,inv,inv
41,41,10396,other,,0.0,0.0,shinv,inv,shinv
42,42,10856,first,1,,,inv,shinv,shinv
43,43,11026,other,,0.0,1.0,inv,shinv,inv
44,44,11162,other,,1.0,0.0,inv,shinv,inv
45,45,11277,first,2,,,shinv,inv,inv
46,46,11642,first,0,,,inv,shinv,shinv
47,47,11764,other,,0.0,8.0,inv,shinv,inv
48,48,11887,other,,1.0,7.0,inv,shinv,inv
49,49,11998,other,,2.0,6.0,inv,shinv,inv
50,50,12518,other,,3.0,5.0,inv,shinv,inv
51,51,12634,other,,4.0,4.0,inv,shinv,inv
52,52,12749,other,,5.0,3.0,inv,shinv,inv
53,53,12873,other,,6.0,2.0,inv,shinv,inv
54,54,13343,other,,7.0,1.0,inv,shinv,inv
55,55,13490,other,,8.0,0.0,inv,shinv,inv
56,56,13612,first,9,,,shinv,inv,inv
57,57,13732,other,,0.0,0.0,shinv,inv,shinv
58,58,14197,first,1,,,inv,shinv,shinv
59,59,14334,other,,0.0,1.0,inv,shinv,inv
60,60,14465,other,,1.0,0.0,inv,shinv,inv
61,61,14599,first,2,,,shinv,inv,inv
62,62,15215,other,,0.0,0.0,shinv,inv,shinv
63,63,15402,first,1,,,inv,norm,shinv
64,64,15555,other,,0.0,1.0,inv,norm,inv
65,65,15678,other,,1.0,0.0,inv,norm,inv
66,66,16251,first,2,,,norm,inv,inv
67,67,16356,other,,0.0,2.0,inv,norm,norm
68,68,16470,other,,1.0,1.0,inv,norm,inv
69,69,16575,other,,2.0,0.0,inv,norm,inv
70,70,17706,first,3,,,norm,shinv,inv
71,71,17822,other,,0.0,2.0,shinv,inv,norm
72,72,17929,other,,1.0,1.0,inv,shinv,shinv
73,73,18037,other,,2.0,0.0,shinv,norm,inv
74,74,18794,first,3,,,norm,shinv,shinv
75,75,18912,other,,0.0,4.0,norm,shinv,norm
76,76,19029,other,,1.0,3.0,norm,shinv,norm
77,77,19141,other,,2.0,2.0,norm,shinv,norm
78,78,19550,other,,3.0,1.0,norm,shinv,norm
79,79,19673,other,,4.0,0.0,norm,shinv,norm
80,80,19793,first,5,,,shinv,norm,norm
81,81,19900,other,,0.0,0.0,shinv,norm,shinv
82,82,20649,first,1,,,norm,inv,shinv
