,keystroke_idx,time,type,prev_keystrokes,keystrokes_since,keystrokes_till,map,nextmap,prev_map
0,0,139,first,0,,,norm,shinv,
1,1,338,other,,1.0,4.0,norm,shinv,norm
2,2,782,other,,2.0,3.0,norm,shinv,norm
3,3,899,other,,3.0,2.0,norm,shinv,norm
4,4,1018,other,,4.0,1.0,norm,shinv,norm
5,5,1223,other,,5.0,0.0,norm,shinv,norm
6,6,1341,first,5,,,shinv,norm,norm
7,7,1819,first,0,,,norm,inv,shinv
8,8,1941,other,,0.0,2.0,norm,inv,norm
9,9,2384,other,,1.0,1.0,norm,inv,norm
10,10,2491,other,,2.0,0.0,norm,inv,norm
11,11,2598,first,3,,,inv,norm,norm
12,12,2982,first,0,,,norm,shinv,inv
13,13,3094,other,,0.0,5.0,norm,shinv,norm
14,14,3199,other,,1.0,4.0,norm,shinv,norm
15,15,3674,other,,2.0,3.0,norm,shinv,norm
16,16,3803,other,,3.0,2.0,norm,shinv,norm
17,17,3919,other,,4.0,1.0,norm,shinv,norm
18,18,4069,other,,5.0,0.0,norm,shinv,norm
19,19,4265,first,6,,,shinv,norm,norm
20,20,4834,first,0,,,norm,inv,shinv
21,21,4985,other,,0.0,2.0,inv,shinv,norm
22,22,5208,other,,1.0,1.0,inv,shinv,inv
23,23,5421,other,,2.0,0.0,inv,shinv,inv
24,24,6169,first,3,,,shinv,inv,inv
25,25,6321,other,,0.0,1.0,inv,norm,shinv
26,26,6455,other,,1.0,0.0,inv,norm,inv
27,27,6576,first,2,,,norm,inv,inv
28,28,6709,other,,0.0,0.0,norm,inv,norm
29,29,6832,first,1,,,inv,norm,norm
30,30,6968,other,,0.0,2.0,inv,norm,inv
31,31,7477,other,,1.0,1.0,inv,norm,inv
32,32,7578,other,,2.0,0.0,inv,norm,inv
33,33,7690,first,3,,,norm,shinv,inv
34,34,7850,other,,0.0,0.0,norm,shinv,norm
35,35,8286,first,1,,,shinv,inv,norm
36,36,8402,other,,0.0,11.0,inv,shinv,shinv
37,37,8504,other,,1.0,10.0,inv,shinv,inv
38,38,8990,other,,2.0,9.0,inv,shinv,inv
39,39,9118,other,,3.0,8.0,inv,shinv,inv
40,40,9251,other,,4.0,7.0,inv,shinv,inv
41,41,9369,other,,5.0,6.0,inv,shinv,inv
42,42,9494,other,,6.0,5.0,inv,shinv,inv
43,43,9611,other,,7.0,4.0,inv,shinv,inv
44,44,9738,other,,8.0,3.0,inv,shinv,inv
45,45,9876,other,,9.0,2.0,inv,shinv,inv
46,46,10020,other,,10.0,1.0,inv,shinv,inv
47,47,10149,other,,11.0,0.0,inv,shinv,inv
48,48,10970,first,12,,,shinv,inv,inv
49,49,11123,other,,0.0,0.0,inv,shinv,shinv
50,50,11277,first,1,,,shinv,inv,inv
51,51,11421,other,,0.0,0.0,shinv,inv,shinv
52,52,11563,first,1,,,inv,shinv,shinv
53,53,11707,other,,0.0,9.0,inv,shinv,inv
54,54,11858,other,,1.0,8.0,inv,shinv,inv
55,55,12486,other,,2.0,7.0,inv,shinv,inv
56,56,12617,other,,3.0,6.0,inv,shinv,inv
57,57,12720,other,,4.0,5.0,inv,shinv,inv
58,58,12892,other,,5.0,4.0,inv,shinv,inv
59,59,13041,other,,6.0,3.0,inv,shinv,inv
60,60,13180,other,,7.0,2.0,inv,shinv,inv
61,61,13282,other,,8.0,1.0,inv,shinv,inv
62,62,13443,other,,9.0,0.0,inv,shinv,inv
63,63,13904,first,10,,,shinv,inv,inv
64,64,14087,first,0,,,inv,shinv,shinv
65,65,14328,other,,0.0,1.0,inv,shinv,inv
66,66,14481,other,,1.0,0.0,inv,shinv,inv
67,67,14595,first,2,,,shinv,inv,inv
68,68,14733,other,,0.0,4.0,shinv,inv,shinv
69,69,14868,other,,1.0,3.0,shinv,inv,shinv
70,70,14984,other,,2.0,2.0,shinv,inv,shinv
71,71,15110,other,,3.0,1.0,shinv,inv,shinv
72,72,15312,other,,4.0,0.0,shinv,inv,shinv
73,73,15440,first,5,,,inv,norm,shinv
74,74,16118,first,0,,,norm,inv,inv
75,75,16238,other,,0.0,5.0,inv,norm,norm
76,76,16358,other,,1.0,4.0,inv,norm,inv
77,77,16480,other,,2.0,3.0,inv,norm,inv
78,78,16597,other,,3.0,2.0,inv,norm,inv
79,79,16716,other,,4.0,1.0,inv,norm,inv
80,80,16833,other,,5.0,0.0,inv,norm,inv
81,81,16984,first,6,,,norm,shinv,inv
82,82,17702,first,0,,,shinv,inv,norm
83,83,17828,other,,0.0,5.0,inv,shinv,shinv
84,84,17949,other,,1.0,4.0,shinv,norm,inv
85,85,18069,other,,2.0,3.0,shinv,norm,shinv
86,86,18186,other,,3.0,2.0,shinv,norm,shinv
87,87,18302,other,,4.0,1.0,shinv,norm,shinv
88,88,18436,other,,5.0,0.0,shinv,norm,shinv
89,89,19065,first,6,,,norm,shinv,shinv
90,90,19170,other,,0.0,4.0,norm,shinv,norm
91,91,19329,other,,1.0,3.0,norm,shinv,norm
92,92,19451,other,,2.0,2.0,norm,shinv,norm
93,93,19573,other,,3.0,1.0,norm,shinv,norm
94,94,19686,other,,4.0,0.0,norm,shinv,norm
95,95,19812,first,5,,,shinv,norm,norm
96,96,19913,other,,0.0,0.0,shinv,norm,shinv
97,97,20460,first,1,,,norm,inv,shinv
98,98,20573,other,,0.0,3.0,norm,inv,norm
99,99,20680,other,,1.0,2.0,norm,inv,norm
100,100,20795,other,,2.0,1.0,norm,inv,norm
101,101,20907,other,,3.0,0.0,norm,inv,norm
102,102,21018,first,4,,,inv,shinv,norm
103,103,21150,other,,0.0,8.0,inv,shinv,inv
104,104,21974,other,,1.0,7.0,inv,shinv,inv
105,105,22077,other,,2.0,6.0,inv,shinv,inv
106,106,22200,other,,3.0,5.0,inv,shinv,inv
107,107,22306,other,,4.0,4.0,inv,shinv,inv
108,108,22414,other,,5.0,3.0,inv,shinv,inv
109,109,22518,other,,6.0,2.0,inv,shinv,inv
110,110,22627,other,,7.0,1.0,inv,shinv,inv
111,111,22733,other,,8.0,0.0,inv,shinv,inv
112,112,23341,first,9,,,shinv,inv,inv
113,113,23465,other,,0.0,5.0,shinv,inv,shinv
114,114,23575,other,,1.0,4.0,shinv,inv,shinv
115,115,23681,other,,2.0,3.0,shinv,inv,shinv
116,116,23793,other,,3.0,2.0,shinv,inv,shinv
117,117,23906,other,,4.0,1.0,shinv,inv,shinv
118,118,24015,other,,5.0,0.0,shinv,inv,shinv
119,119,24121,first,6,,,inv,norm,shinv
120,120,24738,first,0,,,norm,inv,inv
121,121,24850,other,,0.0,6.0,inv,norm,norm
122,122,24963,other,,1.0,5.0,inv,norm,inv
123,123,25076,other,,2.0,4.0,inv,norm,inv
124,124,25189,other,,3.0,3.0,inv,norm,inv
125,125,25292,other,,4.0,2.0,inv,norm,inv
126,126,25396,other,,5.0,1.0,inv,norm,inv
127,127,25505,other,,6.0,0.0,inv,norm,inv
128,128,25859,first,7,,,norm,shinv,inv
129,129,25966,other,,0.0,1.0,shinv,inv,norm
130,130,26070,other,,1.0,0.0,shinv,inv,shinv
131,131,26182,first,2,,,inv,shinv,shinv
132,132,26297,other,,0.0,0.0,inv,shinv,inv
133,133,26430,first,1,,,shinv,norm,inv
134,134,26989,other,,0.0,2.0,shinv,norm,shinv
135,135,27098,other,,1.0,1.0,shinv,norm,shinv
136,136,27209,other,,2.0,0.0,shinv,norm,shinv
137,137,27600,first,3,,,norm,shinv,shinv
138,138,27723,other,,0.0,4.0,norm,shinv,norm
139,139,27840,other,,1.0,3.0,norm,shinv,norm
140,140,27958,other,,2.0,2.0,norm,shinv,norm
