,keystroke_idx,time,type,prev_keystrokes,keystrokes_since,keystrokes_till,map,nextmap,prev_map
0,0,230,first,0,,,norm,shinv,
1,1,404,other,,1.0,2.0,norm,shinv,norm
2,2,858,other,,2.0,1.0,norm,shinv,norm
3,3,1052,other,,3.0,0.0,norm,shinv,norm
4,4,1512,first,3,,,shinv,norm,norm
5,5,1804,first,0,,,norm,inv,shinv
6,6,2084,first,0,,,inv,shinv,norm
7,7,2278,other,,0.0,0.0,inv,shinv,inv
8,8,2767,first,1,,,shinv,inv,inv
9,9,2978,first,0,,,inv,norm,shinv
10,10,3271,other,,0.0,1.0,inv,norm,inv
11,11,3433,other,,1.0,0.0,inv,norm,inv
12,12,4039,first,2,,,norm,inv,inv
13,13,4152,other,,0.0,3.0,inv,norm,norm
14,14,4261,other,,1.0,2.0,inv,norm,inv
15,15,4586,other,,2.0,1.0,inv,norm,inv
16,16,4687,other,,3.0,0.0,inv,norm,inv
17,17,5201,first,4,,,norm,shinv,inv
18,18,5404,first,0,,,shinv,inv,norm
19,19,5888,other,,0.0,8.0,inv,shinv,shinv
20,20,5992,other,,1.0,7.0,inv,shinv,inv
21,21,6115,other,,2.0,6.0,inv,shinv,inv
22,22,6230,other,,3.0,5.0,inv,shinv,inv
23,23,6511,other,,4.0,4.0,inv,shinv,inv
24,24,6714,other,,5.0,3.0,inv,shinv,inv
25,25,6818,other,,6.0,2.0,inv,shinv,inv
26,26,7108,other,,7.0,1.0,inv,shinv,inv
27,27,7309,other,,8.0,0.0,inv,shinv,inv
28,28,7840,first,9,,,shinv,inv,inv
29,29,7942,first,0,,,inv,shinv,shinv
30,30,8139,other,,0.0,0.0,inv,shinv,inv
31,31,8493,first,1,,,shinv,inv,inv
32,32,8772,first,0,,,inv,shinv,shinv
33,33,9265,other,,0.0,5.0,inv,shinv,inv
34,34,9452,other,,1.0,4.0,inv,shinv,inv
35,35,9897,other,,2.0,3.0,inv,shinv,inv
36,36,9998,other,,3.0,2.0,inv,shinv,inv
37,37,10215,other,,4.0,1.0,inv,shinv,inv
38,38,10537,other,,5.0,0.0,inv,shinv,inv
39,39,10860,first,6,,,shinv,inv,inv
40,40,11232,other,,0.0,0.0,shinv,inv,shinv
41,41,11427,first,1,,,inv,shinv,shinv
42,42,11897,first,0,,,shinv,inv,inv
43,43,11998,other,,0.0,3.0,shinv,inv,shinv
44,44,12105,other,,1.0,2.0,shinv,inv,shinv
45,45,12210,other,,2.0,1.0,shinv,inv,shinv
46,46,12521,other,,3.0,0.0,shinv,inv,shinv
47,47,12734,first,4,,,inv,norm,shinv
48,48,12848,other,,0.0,0.0,inv,norm,inv
49,49,13120,first,1,,,norm,inv,inv
50,50,13312,first,0,,,inv,norm,norm
51,51,13418,other,,0.0,3.0,inv,norm,inv
52,52,13786,other,,1.0,2.0,inv,norm,inv
53,53,13890,other,,2.0,1.0,inv,norm,inv
54,54,13991,other,,3.0,0.0,inv,norm,inv
55,55,14440,first,4,,,norm,shinv,inv
56,56,14636,first,0,,,shinv,inv,norm
57,57,14743,other,,0.0,0.0,inv,shinv,shinv
58,58,15102,first,1,,,shinv,norm,inv
59,59,15211,other,,0.0,2.0,shinv,norm,shinv
60,60,15315,other,,1.0,1.0,shinv,norm,shinv
61,61,15422,other,,2.0,0.0,shinv,norm,shinv
62,62,15992,first,3,,,norm,shinv,shinv
63,63,16094,other,,0.0,5.0,norm,shinv,norm
64,64,16313,other,,1.0,4.0,norm,shinv,norm
65,65,16555,other,,2.0,3.0,norm,shinv,norm
66,66,16664,other,,3.0,2.0,norm,shinv,norm
67,67,16770,other,,4.0,1.0,norm,shinv,norm
68,68,16873,other,,5.0,0.0,norm,shinv,norm
69,69,17200,first,6,,,shinv,norm,norm
70,70,17305,other,,0.0,4.0,norm,inv,shinv
71,71,17418,other,,1.0,3.0,norm,inv,norm
72,72,17809,other,,2.0,2.0,norm,inv,norm
73,73,17999,other,,3.0,1.0,norm,inv,norm
74,74,18108,other,,4.0,0.0,norm,inv,norm
75,75,18443,first,5,,,inv,shinv,norm
76,76,18642,other,,0.0,6.0,inv,shinv,inv
77,77,19044,other,,1.0,5.0,inv,shinv,inv
78,78,19244,other,,2.0,4.0,inv,shinv,inv
79,79,19754,other,,3.0,3.0,inv,shinv,inv
80,80,19859,other,,4.0,2.0,inv,shinv,inv
81,81,19980,other,,5.0,1.0,inv,shinv,inv
82,82,20314,other,,6.0,0.0,inv,shinv,inv
83,83,20506,first,7,,,shinv,inv,inv
84,84,20615,other,,0.0,2.0,shinv,inv,shinv
