,keystroke_idx,time,type,prev_keystrokes,keystrokes_since,keystrokes_till,map,nextmap,prev_map
0,0,1031,first,0,,,norm,shinv,
1,1,1156,other,,1.0,0.0,norm,shinv,norm
2,2,1297,first,1,,,shinv,norm,norm
3,3,1432,other,,0.0,0.0,shinv,norm,shinv
4,4,2172,first,1,,,norm,inv,shinv
5,5,2297,other,,0.0,2.0,norm,inv,norm
6,6,2427,other,,1.0,1.0,norm,inv,norm
7,7,2557,other,,2.0,0.0,norm,inv,norm
8,8,3265,first,3,,,inv,norm,norm
9,9,3382,other,,0.0,2.0,norm,shinv,inv
10,10,3518,other,,1.0,1.0,norm,shinv,norm
11,11,3639,other,,2.0,0.0,norm,shinv,norm
12,12,4344,first,3,,,shinv,norm,norm
13,13,4462,first,0,,,norm,inv,shinv
14,14,4591,other,,0.0,1.0,norm,inv,norm
15,15,4723,other,,1.0,0.0,norm,inv,norm
16,16,5448,first,2,,,inv,shinv,norm
17,17,5564,first,0,,,shinv,inv,inv
18,18,5687,other,,0.0,0.0,shinv,inv,shinv
19,19,5814,first,1,,,inv,norm,shinv
20,20,6493,other,,0.0,0.0,inv,norm,inv
21,21,6611,first,1,,,norm,inv,inv
22,22,6763,other,,0.0,0.0,norm,inv,norm
23,23,6896,first,1,,,inv,norm,norm
24,24,7551,other,,0.0,0.0,inv,norm,inv
25,25,7734,first,1,,,norm,shinv,inv
26,26,7879,other,,0.0,0.0,norm,shinv,norm
27,27,8031,first,1,,,shinv,inv,norm
28,28,8758,first,0,,,inv,shinv,shinv
29,29,8887,other,,0.0,5.0,inv,shinv,inv
30,30,9027,other,,1.0,4.0,inv,shinv,inv
31,31,9156,other,,2.0,3.0,inv,shinv,inv
32,32,9872,other,,3.0,2.0,inv,shinv,inv
33,33,10004,other,,4.0,1.0,inv,shinv,inv
34,34,10143,other,,5.0,0.0,inv,shinv,inv
35,35,10277,first,6,,,shinv,inv,inv
36,36,10974,first,0,,,inv,shinv,shinv
37,37,11096,other,,0.0,1.0,inv,shinv,inv
38,38,11225,other,,1.0,0.0,inv,shinv,inv
39,39,11361,first,2,,,shinv,inv,inv
40,40,12041,first,0,,,inv,shinv,shinv
41,41,12160,other,,0.0,6.0,inv,shinv,inv
42,42,12283,other,,1.0,5.0,inv,shinv,inv
43,43,12414,other,,2.0,4.0,inv,shinv,inv
44,44,13084,other,,3.0,3.0,inv,shinv,inv
45,45,13206,other,,4.0,2.0,inv,shinv,inv
46,46,13394,other,,5.0,1.0,inv,shinv,inv
47,47,13541,other,,6.0,0.0,inv,shinv,inv
48,48,14222,first,7,,,shinv,inv,inv
49,49,14342,other,,0.0,1.0,inv,shinv,shinv
50,50,14475,other,,1.0,0.0,inv,shinv,inv
51,51,14602,first,2,,,shinv,inv,inv
52,52,15271,other,,0.0,0.0,shinv,inv,shinv
53,53,15391,first,1,,,inv,norm,shinv
54,54,15520,other,,0.0,1.0,inv,norm,inv
55,55,15639,other,,1.0,0.0,inv,norm,inv
56,56,16270,first,2,,,norm,inv,inv
57,57,16390,other,,0.0,2.0,inv,norm,norm
58,58,16517,other,,1.0,1.0,inv,norm,inv
59,59,16633,other,,2.0,0.0,inv,norm,inv
60,60,17279,first,3,,,norm,shinv,inv
61,61,17396,other,,0.0,0.0,shinv,inv,norm
62,62,17533,first,1,,,inv,shinv,shinv
63,63,17665,first,0,,,shinv,norm,inv
64,64,18477,other,,0.0,1.0,shinv,norm,shinv
65,65,18583,other,,1.0,0.0,shinv,norm,shinv
66,66,18710,first,2,,,norm,shinv,shinv
67,67,18843,other,,0.0,2.0,norm,shinv,norm
68,68,19501,other,,1.0,1.0,norm,shinv,norm
69,69,19619,other,,2.0,0.0,norm,shinv,norm
70,70,19742,first,3,,,shinv,norm,norm
71,71,19869,other,,0.0,0.0,shinv,norm,shinv
72,72,20534,first,1,,,norm,inv,shinv
73,73,20649,other,,0.0,2.0,norm,inv,norm
74,74,20768,other,,1.0,1.0,norm,inv,norm
75,75,20884,other,,2.0,0.0,norm,inv,norm
76,76,21645,first,3,,,inv,shinv,norm
77,77,21762,other,,0.0,6.0,inv,shinv,inv
78,78,21883,other,,1.0,5.0,inv,shinv,inv
79,79,21997,other,,2.0,4.0,inv,shinv,inv
80,80,22664,other,,3.0,3.0,inv,shinv,inv
81,81,22774,other,,4.0,2.0,inv,shinv,inv
82,82,22889,other,,5.0,1.0,inv,shinv,inv
83,83,23026,other,,6.0,0.0,inv,shinv,inv
84,84,23621,first,7,,,shinv,inv,inv
85,85,23724,other,,0.0,2.0,shinv,inv,shinv
86,86,23841,other,,1.0,1.0,shinv,inv,shinv
87,87,23958,other,,2.0,0.0,shinv,inv,shinv
88,88,24602,first,3,,,inv,norm,shinv
89,89,24717,first,0,,,norm,inv,inv
90,90,24845,other,,0.0,2.0,inv,norm,norm
91,91,24959,other,,1.0,1.0,inv,norm,inv
92,92,25599,other,,2.0,0.0,inv,norm,inv
93,93,25724,first,3,,,norm,shinv,inv
94,94,25836,other,,0.0,0.0,norm,shinv,norm
95,95,25950,first,1,,,shinv,inv,norm
96,96,26676,first,0,,,inv,shinv,shinv
97,97,26791,other,,0.0,2.0,shinv,norm,inv
98,98,26916,other,,1.0,1.0,shinv,norm,shinv
99,99,27096,other,,2.0,0.0,shinv,norm,shinv
100,100,27772,first,3,,,norm,shinv,shinv
101,101,27882,other,,0.0,2.0,norm,shinv,norm
102,102,27999,other,,1.0,1.0,norm,shinv,norm
103,103,28118,other,,2.0,0.0,norm,shinv,norm
104,104,28771,first,3,,,shinv,norm,norm
105,105,28878,other,,0.0,2.0,norm,inv,shinv
106,106,28992,other,,1.0,1.0,norm,inv,norm
107,107,29137,other,,2.0,0.0,norm,inv,norm
108,108,30016,first,3,,,inv,norm,norm
109,109,30136,other,,0.0,10.0,inv,norm,inv
110,110,30246,other,,1.0,9.0,inv,norm,inv
111,111,30362,other,,2.0,8.0,inv,norm,inv
112,112,31041,other,,3.0,7.0,inv,norm,inv
113,113,31167,other,,4.0,6.0,inv,norm,inv
114,114,31297,other,,5.0,5.0,inv,norm,inv
115,115,31428,other,,6.0,4.0,inv,norm,inv
116,116,32130,other,,7.0,3.0,inv,norm,inv
117,117,32253,other,,8.0,2.0,inv,norm,inv
118,118,32386,other,,9.0,1.0,inv,norm,inv
119,119,32536,other,,10.0,0.0,inv,norm,inv
120,120,33192,first,11,,,norm,inv,inv
121,121,33317,other,,0.0,0.0,norm,inv,norm
122,122,33434,first,1,,,inv,norm,norm
123,123,33562,other,,0.0,1.0,inv,norm,inv
