,keystroke_idx,time,type,prev_keystrokes,keystrokes_since,keystrokes_till,map,nextmap,prev_map
0,0,166,first,0,,,norm,shinv,
1,1,546,other,,1.0,3.0,norm,shinv,norm
2,2,684,other,,2.0,2.0,norm,shinv,norm
3,3,1070,other,,3.0,1.0,norm,shinv,norm
4,4,1199,other,,4.0,0.0,norm,shinv,norm
5,5,1581,first,4,,,shinv,norm,norm
6,6,1705,other,,0.0,2.0,norm,inv,shinv
7,7,2080,other,,1.0,1.0,norm,inv,norm
8,8,2208,other,,2.0,0.0,norm,inv,norm
9,9,2620,first,3,,,inv,norm,norm
10,10,2746,other,,0.0,0.0,inv,norm,inv
11,11,3130,first,1,,,norm,shinv,inv
12,12,3250,other,,0.0,2.0,norm,shinv,norm
13,13,3638,other,,1.0,1.0,norm,shinv,norm
14,14,3762,other,,2.0,0.0,norm,shinv,norm
15,15,4157,first,3,,,shinv,norm,norm
16,16,4284,other,,0.0,0.0,shinv,norm,shinv
17,17,4697,first,1,,,norm,inv,shinv
18,18,4845,first,0,,,inv,shinv,norm
19,19,5263,other,,0.0,1.0,inv,shinv,inv
20,20,5387,other,,1.0,0.0,inv,shinv,inv
21,21,5780,first,2,,,shinv,inv,inv
22,22,5902,other,,0.0,2.0,inv,norm,shinv
23,23,6339,other,,1.0,1.0,inv,norm,inv
24,24,6463,other,,2.0,0.0,inv,norm,inv
25,25,6845,first,3,,,norm,inv,inv
26,26,6970,other,,0.0,2.0,inv,norm,norm
27,27,7433,other,,1.0,1.0,inv,norm,inv
28,28,7558,other,,2.0,0.0,inv,norm,inv
29,29,7933,first,3,,,norm,shinv,inv
30,30,8051,first,0,,,shinv,inv,norm
31,31,8440,first,0,,,inv,shinv,shinv
32,32,8640,other,,0.0,6.0,inv,shinv,inv
33,33,8945,other,,1.0,5.0,inv,shinv,inv
34,34,9064,other,,2.0,4.0,inv,shinv,inv
35,35,9504,other,,3.0,3.0,inv,shinv,inv
36,36,9642,other,,4.0,2.0,inv,shinv,inv
37,37,9930,other,,5.0,1.0,inv,shinv,inv
38,38,10049,other,,6.0,0.0,inv,shinv,inv
39,39,10450,first,7,,,shinv,inv,inv
40,40,10582,other,,0.0,0.0,shinv,inv,shinv
41,41,10975,first,1,,,inv,shinv,shinv
42,42,11106,other,,0.0,0.0,inv,shinv,inv
43,43,11584,first,1,,,shinv,inv,inv
44,44,11714,other,,0.0,6.0,inv,shinv,shinv
45,45,12132,other,,1.0,5.0,inv,shinv,inv
46,46,12264,other,,2.0,4.0,inv,shinv,inv
47,47,12678,other,,3.0,3.0,inv,shinv,inv
48,48,12806,other,,4.0,2.0,inv,shinv,inv
49,49,13212,other,,5.0,1.0,inv,shinv,inv
50,50,13334,other,,6.0,0.0,inv,shinv,inv
51,51,13716,first,7,,,shinv,inv,inv
52,52,13843,other,,0.0,0.0,shinv,inv,shinv
53,53,14301,first,1,,,inv,shinv,shinv
54,54,14424,other,,0.0,0.0,inv,shinv,inv
55,55,14740,first,1,,,shinv,inv,inv
56,56,14864,other,,0.0,1.0,shinv,inv,shinv
57,57,15339,other,,1.0,0.0,shinv,inv,shinv
58,58,15473,first,2,,,inv,norm,shinv
59,59,15819,first,0,,,norm,inv,inv
60,60,15946,other,,0.0,0.0,norm,inv,norm
61,61,16328,first,1,,,inv,norm,norm
62,62,16453,other,,0.0,1.0,inv,norm,inv
63,63,16840,other,,1.0,0.0,inv,norm,inv
64,64,16963,first,2,,,norm,shinv,inv
65,65,17350,first,0,,,shinv,inv,norm
66,66,17482,first,0,,,inv,shinv,shinv
67,67,17873,first,0,,,shinv,norm,inv
68,68,18064,other,,0.0,2.0,shinv,norm,shinv
69,69,18369,other,,1.0,1.0,shinv,norm,shinv
70,70,18493,other,,2.0,0.0,shinv,norm,shinv
71,71,18892,first,3,,,norm,shinv,shinv
72,72,19018,other,,0.0,2.0,norm,shinv,norm
73,73,19419,other,,1.0,1.0,norm,shinv,norm
74,74,19560,other,,2.0,0.0,norm,shinv,norm
75,75,19946,first,3,,,shinv,norm,norm
76,76,20075,first,0,,,norm,inv,shinv
77,77,20464,other,,0.0,2.0,norm,inv,norm
78,78,20591,other,,1.0,1.0,norm,inv,norm
79,79,20976,other,,2.0,0.0,norm,inv,norm
80,80,21095,first,3,,,inv,shinv,norm
81,81,21472,other,,0.0,7.0,inv,shinv,inv
82,82,21595,other,,1.0,6.0,inv,shinv,inv
83,83,21989,other,,2.0,5.0,inv,shinv,inv
84,84,22119,other,,3.0,4.0,inv,shinv,inv
85,85,22584,other,,4.0,3.0,inv,shinv,inv
86,86,22713,other,,5.0,2.0,inv,shinv,inv
87,87,23031,other,,6.0,1.0,inv,shinv,inv
88,88,23163,other,,7.0,0.0,inv,shinv,inv
89,89,23553,first,8,,,shinv,inv,inv
90,90,23684,other,,0.0,0.0,shinv,inv,shinv
91,91,24079,first,1,,,inv,norm,shinv
92,92,24211,other,,0.0,0.0,inv,norm,inv
93,93,24661,first,1,,,norm,inv,inv
94,94,24790,first,0,,,inv,norm,norm
95,95,25093,other,,0.0,1.0,inv,norm,inv
96,96,25220,other,,1.0,0.0,inv,norm,inv
97,97,25633,first,2,,,norm,shinv,inv
98,98,25757,other,,0.0,0.0,norm,shinv,norm
99,99,26220,first,1,,,shinv,inv,norm
100,100,26344,other,,0.0,0.0,inv,shinv,shinv
101,101,26667,first,1,,,shinv,norm,inv
102,102,26793,other,,0.0,2.0,shinv,norm,shinv
103,103,27176,other,,1.0,1.0,shinv,norm,shinv
104,104,27296,other,,2.0,0.0,shinv,norm,shinv
105,105,27716,first,3,,,norm,shinv,shinv
106,106,27846,other,,0.0,2.0,norm,shinv,norm
107,107,28248,other,,1.0,1.0,norm,shinv,norm
108,108,28393,other,,2.0,0.0,norm,shinv,norm
109,109,28781,first,3,,,shinv,norm,norm
110,110,28905,other,,0.0,2.0,norm,inv,shinv
111,111,29284,other,,1.0,1.0,norm,inv,norm
112,112,29405,other,,2.0,0.0,norm,inv,norm
113,113,29781,first,3,,,inv,norm,norm
114,114,29911,other,,0.0,13.0,inv,norm,inv
115,115,30294,other,,1.0,12.0,inv,norm,inv
116,116,30428,other,,2.0,11.0,inv,norm,inv
117,117,30832,other,,3.0,10.0,inv,norm,inv
118,118,30965,other,,4.0,9.0,inv,norm,inv
119,119,31360,other,,5.0,8.0,inv,norm,inv
120,120,31494,other,,6.0,7.0,inv,norm,inv
121,121,31898,other,,7.0,6.0,inv,norm,inv
122,122,32022,other,,8.0,5.0,inv,norm,inv
123,123,32435,other,,9.0,4.0,inv,norm,inv
124,124,32552,other,,10.0,3.0,inv,norm,inv
125,125,32680,other,,11.0,2.0,inv,norm,inv
126,126,32992,other,,12.0,1.0,inv,norm,inv
127,127,33112,other,,13.0,0.0,inv,norm,inv
128,128,33526,first,14,,,norm,inv,inv
129,129,33657,other,,0.0,2.0,inv,norm,norm
130,130,34088,other,,1.0,1.0,inv,norm,inv
131,131,34200,other,,2.0,0.0,inv,norm,inv
132,132,34589,first,3,,,norm,shinv,inv
133,133,34797,other,,0.0,7.0,shinv,shinv,norm
134,134,35116,other,,1.0,6.0,shinv,shinv,shinv
135,135,35252,other,,2.0,5.0,shinv,shinv,shinv
136,136,35647,other,,3.0,4.0,shinv,shinv,shinv
137,137,35852,other,,4.0,3.0,shinv,shinv,shinv
138,138,36226,other,,5.0,2.0,shinv,shinv,shinv
139,139,36357,other,,6.0,1.0,shinv,shinv,shinv
140,140,36759,other,,7.0,0.0,shinv,shinv,shinv
141,141,36888,first,8,,,shinv,inv,shinv
142,142,37284,other,,0.0,0.0,shinv,inv,shinv
143,143,37407,first,1,,,inv,shinv,shinv
144,144,37774,other,,0.0,0.0,inv,shinv,inv
145,145,37899,first,1,,,shinv,inv,inv
146,146,38245,first,0,,,inv,shinv,shinv
147,147,38367,other,,0.0,7.0,inv,shinv,inv
148,148,38655,other,,1.0,6.0,inv,shinv,inv
149,149,38780,other,,2.0,5.0,inv,shinv,inv
150,150,39093,other,,3.0,4.0,inv,shinv,inv
151,151,39215,other,,4.0,3.0,inv,shinv,inv
152,152,39626,other,,5.0,2.0,inv,shinv,inv
153,153,39761,other,,6.0,1.0,inv,shinv,inv
154,154,40187,other,,7.0,0.0,inv,shinv,inv
155,155,40313,first,8,,,shinv,inv,inv
156,156,40708,first,0,,,inv,norm,shinv
157,157,40832,other,,0.0,10.0,inv,norm,inv
158,158,41216,other,,1.0,9.0,inv,norm,inv
159,159,41348,other,,2.0,8.0,inv,norm,inv
160,160,41762,other,,3.0,7.0,inv,norm,inv
161,161,41893,other,,4.0,6.0,inv,norm,inv
162,162,42299,other,,5.0,5.0,inv,norm,inv
163,163,42439,other,,6.0,4.0,inv,norm,inv
164,164,42836,other,,7.0,3.0,inv,norm,inv
165,165,42963,other,,8.0,2.0,inv,norm,inv
166,166,43358,other,,9.0,1.0,inv,norm,inv
167,167,43497,other,,10.0,0.0,inv,norm,inv
168,168,43921,first,11,,,norm,inv,inv
169,169,44062,other,,0.0,1.0,norm,inv,norm
170,170,44462,other,,1.0,0.0,norm,inv,norm
171,171,44596,first,2,,,inv,norm,norm
172,172,45055,first,0,,,norm,shinv,inv
173,173,45193,other,,0.0,2.0,norm,shinv,norm
174,174,45606,other,,1.0,1.0,norm,shinv,norm
175,175,45738,other,,2.0,0.0,norm,shinv,norm
176,176,46128,first,3,,,shinv,norm,norm
177,177,46261,other,,0.0,0.0,shinv,norm,shinv
178,178,46642,first,1,,,norm,inv,shinv
179,179,46763,first,0,,,inv,shinv,norm
180,180,47234,other,,0.0,1.0,inv,shinv,inv
181,181,47369,other,,1.0,0.0,inv,shinv,inv
182,182,47752,first,2,,,shinv,inv,inv
183,183,47876,other,,0.0,2.0,inv,norm,shinv
184,184,48258,other,,1.0,1.0,inv,norm,inv
185,185,48447,other,,2.0,0.0,inv,norm,inv
186,186,48763,first,3,,,norm,inv,inv
187,187,48883,first,0,,,inv,norm,norm
188,188,49296,other,,0.0,1.0,inv,norm,inv
189,189,49417,other,,1.0,0.0,inv,norm,inv
190,190,49818,first,2,,,norm,shinv,inv
191,191,49957,first,0,,,shinv,shinv,norm
192,192,50354,other,,0.0,7.0,shinv,shinv,shinv
193,193,50481,other,,1.0,6.0,shinv,shinv,shinv
194,194,50956,other,,2.0,5.0,shinv,shinv,shinv
195,195,51084,other,,3.0,4.0,shinv,shinv,shinv
196,196,51476,other,,4.0,3.0,shinv,shinv,shinv
197,197,51604,other,,5.0,2.0,shinv,shinv,shinv
198,198,51986,other,,6.0,1.0,shinv,shinv,shinv
199,199,52111,other,,7.0,0.0,shinv,shinv,shinv
200,200,52563,first,8,,,shinv,inv,shinv
201,201,52694,other,,0.0,0.0,shinv,inv,shinv
202,202,53006,first,1,,,inv,shinv,shinv
203,203,53136,other,,0.0,10.0,inv,shinv,inv
204,204,53519,other,,1.0,9.0,inv,shinv,inv
205,205,53657,other,,2.0,8.0,inv,shinv,inv
206,206,54029,other,,3.0,7.0,inv,shinv,inv
207,207,54156,other,,4.0,6.0,inv,shinv,inv
208,208,54535,other,,5.0,5.0,inv,shinv,inv
209,209,54662,other,,6.0,4.0,inv,shinv,inv
210,210,55048,other,,7.0,3.0,inv,shinv,inv
211,211,55176,other,,8.0,2.0,inv,shinv,inv
212,212,55593,other,,9.0,1.0,inv,shinv,inv
213,213,55725,other,,10.0,0.0,inv,shinv,inv
214,214,56131,first,11,,,shinv,inv,inv
215,215,56261,other,,0.0,0.0,shinv,inv,shinv
216,216,56665,first,1,,,inv,shinv,shinv
217,217,56795,other,,0.0,0.0,inv,shinv,inv
218,218,57189,first,1,,,shinv,inv,inv
219,219,57323,other,,0.0,1.0,shinv,inv,shinv
220,220,57718,other,,1.0,0.0,shinv,inv,shinv
221,221,57856,first,2,,,inv,norm,shinv
222,222,58236,other,,0.0,0.0,inv,norm,inv
223,223,58375,first,1,,,norm,inv,inv
224,224,58801,first,0,,,inv,norm,norm
225,225,58935,other,,0.0,1.0,inv,norm,inv
226,226,59355,other,,1.0,0.0,inv,norm,inv
227,227,59483,first,2,,,norm,shinv,inv
228,228,59863,first,0,,,shinv,inv,norm
229,229,59989,first,0,,,inv,shinv,shinv
230,230,60401,first,0,,,shinv,norm,inv
231,231,60525,other,,0.0,2.0,shinv,norm,shinv
232,232,60919,other,,1.0,1.0,shinv,norm,shinv
233,233,61050,other,,2.0,0.0,shinv,norm,shinv
234,234,61447,first,3,,,norm,shinv,shinv
235,235,61572,other,,0.0,2.0,norm,shinv,norm
236,236,61957,other,,1.0,1.0,norm,shinv,norm
237,237,62084,other,,2.0,0.0,norm,shinv,norm
238,238,62453,first,3,,,shinv,norm,norm
239,239,62569,first,0,,,norm,inv,shinv
240,240,62955,other,,0.0,1.0,norm,inv,norm
241,241,63090,other,,1.0,0.0,norm,inv,norm
242,242,63532,first,2,,,inv,norm,norm
243,243,63726,other,,0.0,10.0,inv,norm,inv
244,244,64026,other,,1.0,9.0,inv,norm,inv
245,245,64159,other,,2.0,8.0,inv,norm,inv
246,246,64604,other,,3.0,7.0,inv,norm,inv
247,247,64742,other,,4.0,6.0,inv,norm,inv
248,248,65114,other,,5.0,5.0,inv,norm,inv
249,249,65246,other,,6.0,4.0,inv,norm,inv
250,250,65695,other,,7.0,3.0,inv,norm,inv
251,251,65825,other,,8.0,2.0,inv,norm,inv
252,252,66160,other,,9.0,1.0,inv,norm,inv
253,253,66289,other,,10.0,0.0,inv,norm,inv
254,254,66669,first,11,,,norm,inv,inv
255,255,66793,other,,0.0,0.0,norm,inv,norm
256,256,67185,first,1,,,inv,norm,norm
257,257,67307,other,,0.0,0.0,inv,norm,inv
258,258,67687,first,1,,,norm,shinv,inv
259,259,67814,other,,0.0,2.0,norm,shinv,norm
260,260,68195,other,,1.0,1.0,norm,shinv,norm
261,261,68391,other,,2.0,0.0,norm,shinv,norm
262,262,68719,first,3,,,shinv,norm,norm
263,263,68912,first,0,,,norm,inv,shinv
264,264,69277,other,,0.0,3.0,norm,inv,norm
265,265,69409,other,,1.0,2.0,norm,inv,norm
266,266,69801,other,,2.0,1.0,norm,inv,norm
267,267,69928,other,,3.0,0.0,norm,inv,norm
268,268,70337,first,4,,,inv,norm,norm
269,269,70472,first,0,,,norm,shinv,inv
270,270,70883,other,,0.0,3.0,norm,shinv,norm
271,271,71013,other,,1.0,2.0,norm,shinv,norm
272,272,71422,other,,2.0,1.0,norm,shinv,norm
273,273,71546,other,,3.0,0.0,norm,shinv,norm
274,274,71929,first,4,,,shinv,norm,norm
275,275,72055,first,0,,,norm,inv,shinv
276,276,72516,first,0,,,inv,norm,norm
277,277,72648,other,,0.0,5.0,inv,norm,inv
278,278,73077,other,,1.0,4.0,inv,norm,inv
279,279,73195,other,,2.0,3.0,inv,norm,inv
280,280,73322,other,,3.0,2.0,inv,norm,inv
281,281,73687,other,,4.0,1.0,inv,norm,inv
282,282,73828,other,,5.0,0.0,inv,norm,inv
283,283,74196,first,6,,,norm,inv,inv
284,284,74332,other,,0.0,0.0,norm,inv,norm
285,285,74712,first,1,,,inv,norm,norm
286,286,74829,other,,0.0,1.0,inv,norm,inv
287,287,75201,other,,1.0,0.0,inv,norm,inv
288,288,75329,first,2,,,norm,shinv,inv
289,289,75718,first,0,,,shinv,inv,norm
290,290,75840,other,,0.0,,inv,shinv,shinv
291,291,76223,other,,1.0,,shinv,,inv
292,292,76403,other,,2.0,,shinv,,shinv
293,293,76688,other,,3.0,,shinv,,shinv
