,keystroke_idx,time,type,prev_keystrokes,keystrokes_since,keystrokes_till,map,nextmap,prev_map
0,0,238,first,0,,,norm,inv,
1,1,412,other,,1.0,1.0,norm,inv,norm
2,2,851,other,,2.0,0.0,norm,inv,norm
3,3,1044,first,2,,,inv,norm,norm
4,4,2009,first,0,,,norm,shinv,inv
5,5,2111,other,,0.0,1.0,norm,shinv,norm
6,6,2292,other,,1.0,0.0,norm,shinv,norm
7,7,2653,first,2,,,shinv,norm,norm
8,8,2831,first,0,,,norm,inv,shinv
9,9,3328,first,0,,,inv,shinv,norm
10,10,3491,other,,0.0,0.0,inv,shinv,inv
11,11,4114,first,1,,,shinv,inv,inv
12,12,4303,first,0,,,inv,norm,shinv
13,13,4405,other,,0.0,2.0,inv,norm,inv
14,14,4708,other,,1.0,1.0,inv,norm,inv
15,15,4908,other,,2.0,0.0,inv,norm,inv
16,16,5014,first,3,,,norm,inv,inv
17,17,5403,first,0,,,inv,norm,norm
18,18,5510,other,,0.0,1.0,inv,norm,inv
19,19,5711,other,,1.0,0.0,inv,norm,inv
20,20,6208,first,2,,,norm,shinv,inv
21,21,6313,other,,0.0,0.0,norm,shinv,norm
22,22,6421,first,1,,,shinv,inv,norm
23,23,6522,other,,0.0,0.0,shinv,inv,shinv
24,24,7042,first,1,,,inv,shinv,shinv
25,25,7152,other,,0.0,6.0,inv,shinv,inv
26,26,7268,other,,1.0,5.0,inv,shinv,inv
27,27,7383,other,,2.0,4.0,inv,shinv,inv
28,28,7922,other,,3.0,3.0,inv,shinv,inv
29,29,8028,other,,4.0,2.0,inv,shinv,inv
30,30,8137,other,,5.0,1.0,inv,shinv,inv
31,31,8245,other,,6.0,0.0,inv,shinv,inv
32,32,8818,first,7,,,shinv,inv,inv
33,33,8925,other,,0.0,2.0,shinv,inv,shinv
34,34,9040,other,,1.0,1.0,shinv,inv,shinv
35,35,9153,other,,2.0,0.0,shinv,inv,shinv
36,36,9717,first,3,,,inv,shinv,shinv
37,37,9822,first,0,,,shinv,inv,inv
38,38,9929,other,,0.0,0.0,shinv,inv,shinv
39,39,10038,first,1,,,inv,shinv,shinv
40,40,10557,other,,0.0,6.0,inv,shinv,inv
41,41,10661,other,,1.0,5.0,inv,shinv,inv
42,42,10765,other,,2.0,4.0,inv,shinv,inv
43,43,10885,other,,3.0,3.0,inv,shinv,inv
44,44,11385,other,,4.0,2.0,inv,shinv,inv
45,45,11490,other,,5.0,1.0,inv,shinv,inv
46,46,11593,other,,6.0,0.0,inv,shinv,inv
47,47,12210,first,7,,,shinv,inv,inv
48,48,12415,other,,0.0,1.0,shinv,inv,shinv
49,49,12526,other,,1.0,0.0,shinv,inv,shinv
50,50,13015,first,2,,,inv,shinv,shinv
51,51,13220,first,0,,,shinv,inv,inv
52,52,13321,other,,0.0,1.0,shinv,inv,shinv
53,53,13818,other,,1.0,0.0,shinv,inv,shinv
54,54,13922,first,2,,,inv,norm,shinv
55,55,14028,other,,0.0,1.0,inv,norm,inv
56,56,14130,other,,1.0,0.0,inv,norm,inv
57,57,14629,first,2,,,norm,inv,inv
58,58,14730,other,,0.0,2.0,inv,norm,norm
59,59,14831,other,,1.0,1.0,inv,norm,inv
60,60,14933,other,,2.0,0.0,inv,norm,inv
61,61,15444,first,3,,,norm,shinv,inv
62,62,15645,first,0,,,shinv,inv,norm
63,63,16213,first,0,,,inv,shinv,shinv
