time,midi_values,map,map_change,epochtype
3.1822916666666665,53,norm,True,first
4.28125,53,norm,False,other
4.6875,55,norm,False,other
5.151041666666667,55,norm,False,other
5.598958333333334,53,norm,False,other
6.651041666666668,53,norm,False,other
7.119791666666668,57,norm,False,other
7.593750000000001,55,norm,False,other
8.067708333333334,53,norm,False,other
9.005208333333334,59,norm,False,other
9.453125,57,norm,False,other
9.895833333333334,55,norm,False,other
10.348958333333332,57,shinv,True,first
11.307291666666666,53,norm,True,first
11.703125,55,norm,False,other
12.161458333333332,57,norm,False,other
12.640624999999998,55,norm,False,other
13.619791666666664,53,norm,False,other
14.062499999999996,55,norm,False,other
14.541666666666664,55,norm,False,other
15.005208333333332,55,inv,True,first
15.937499999999998,50,inv,False,other
16.375,57,norm,True,first
16.84375,57,norm,False,other
17.296875,55,norm,False,other
18.229166666666664,60,norm,False,other
18.67708333333333,59,norm,False,other
19.124999999999996,57,norm,False,other
19.58854166666666,55,norm,False,other
20.54166666666666,53,norm,False,other
20.97916666666666,55,norm,False,other
21.46875,53,shinv,True,first
21.932291666666668,53,shinv,False,other
22.786458333333325,53,norm,True,first
23.223958333333325,59,norm,False,other
23.6875,52,inv,True,first
24.192708333333332,53,inv,False,other
25.192708333333332,53,inv,False,other
25.677083333333332,50,inv,False,other
26.072916666666668,52,inv,False,other
26.53125,57,shinv,True,first
27.53125,55,inv,True,first
27.994791666666668,53,inv,False,other
28.473958333333332,52,inv,False,other
28.942708333333332,50,inv,False,other
29.90625,50,inv,False,other
30.369791666666664,48,inv,False,other
30.84374999999999,59,norm,True,first
31.31249999999999,57,norm,False,other
32.291666666666664,50,inv,True,first
32.8125,52,inv,False,other
33.3125,53,inv,False,other
33.78125,52,inv,False,other
34.71875,52,inv,False,other
35.25520833333332,59,norm,True,first
35.703124999999986,60,norm,False,other
36.213541666666664,55,shinv,True,first
37.21875,53,inv,True,first
37.734375,50,inv,False,other
38.234375,52,inv,False,other
38.723958333333336,55,inv,False,other
39.739583333333336,55,inv,False,other
40.208333333333336,50,inv,False,other
40.703125,50,inv,False,other
41.19270833333333,53,inv,False,other
42.17708333333333,52,inv,False,other
42.640625,50,inv,False,other
43.14583333333333,52,inv,False,other
43.62499999999999,53,inv,False,other
44.64583333333333,53,inv,False,other
45.12499999999999,50,shinv,True,first
45.62499999999999,52,shinv,False,other
46.151041666666664,57,shinv,False,other
47.20833333333333,55,inv,True,first
47.65624999999999,50,inv,False,other
48.104166666666664,48,inv,False,other
48.625,52,inv,False,other
49.63020833333333,53,shinv,True,first
50.15104166666667,50,inv,True,first
50.67708333333334,52,inv,False,other
51.21354166666667,55,inv,False,other
52.16666666666667,52,inv,False,other
52.677083333333336,53,inv,False,other
53.171875,52,inv,False,other
53.70833333333333,55,inv,False,other
54.776041666666664,55,inv,False,other
55.25,48,inv,False,other
55.791666666666664,50,inv,False,other
56.291666666666664,52,inv,False,other
57.333333333333336,55,inv,False,other
57.83854166666667,53,inv,False,other
58.33854166666666,53,shinv,True,first
58.86979166666666,53,shinv,False,other
59.89583333333333,57,shinv,False,other
60.41666666666667,50,inv,True,first
60.91666666666667,48,inv,False,other
61.43750000000001,50,inv,False,other
62.47916666666666,50,shinv,True,first
63.01562499999999,52,shinv,False,other
63.54166666666666,53,shinv,False,other
64.02604166666666,55,shinv,False,other
65.00000000000001,55,inv,True,first
65.50000000000001,52,inv,False,other
65.98958333333336,50,inv,False,other
66.48958333333336,53,inv,False,other
67.5104166666667,53,inv,False,other
68.02083333333337,52,inv,False,other
68.53645833333337,50,inv,False,other
69.0416666666667,52,inv,False,other
70.08333333333337,55,inv,False,other
70.56770833333337,50,inv,False,other
71.05729166666666,57,norm,True,first
71.59895833333333,55,norm,False,other
72.66145833333331,55,shinv,True,first
73.18750000000004,50,inv,True,first
73.70312500000004,52,inv,False,other
74.23437499999999,55,shinv,True,first
75.19791666666666,50,shinv,False,other
75.68749999999999,52,shinv,False,other
76.20312499999999,50,shinv,False,other
76.69791666666666,55,shinv,False,other
77.73437499999999,52,shinv,False,other
78.22916666666666,57,norm,True,first
78.74999999999999,55,norm,False,other
79.23958333333331,53,norm,False,other
80.28124999999997,53,norm,False,other
80.76562499999997,57,norm,False,other
81.2395833333333,55,norm,False,other
81.70312499999997,59,norm,False,other
82.73958333333331,52,shinv,True,first
83.22916666666664,60,norm,True,first
83.72395833333331,59,norm,False,other
84.23437499999997,57,norm,False,other
85.2239583333333,53,norm,False,other
85.6770833333333,59,norm,False,other
86.19791666666663,57,norm,False,other
86.72916666666663,55,norm,False,other
87.77083333333337,53,inv,True,first
88.2760416666667,50,inv,False,other
88.7604166666667,52,inv,False,other
89.27083333333337,50,inv,False,other
90.23958333333337,55,inv,False,other
