time,midi_values,map,map_change,epochtype
2.421875,53,norm,True,first
2.828125,55,norm,False,other
3.234375,57,norm,False,other
3.65625,59,norm,False,other
4.791666666666667,60,norm,False,other
5.1875,53,norm,False,other
5.625,55,norm,False,other
6.0625,57,norm,False,other
7.458333333333334,57,norm,False,other
7.869791666666667,55,norm,False,other
8.333333333333332,57,shinv,True,first
8.786458333333332,55,shinv,False,other
9.942708333333334,57,norm,True,first
10.395833333333334,55,norm,False,other
10.895833333333334,57,norm,False,other
11.328125,53,norm,False,other
12.614583333333334,53,norm,False,other
13.067708333333332,48,inv,True,first
13.505208333333332,50,inv,False,other
13.984375,48,inv,False,other
15.442708333333334,57,norm,True,first
15.875,53,norm,False,other
16.307291666666668,55,norm,False,other
16.755208333333336,57,norm,False,other
18.125000000000004,57,norm,False,other
18.536458333333336,55,norm,False,other
18.96354166666667,57,norm,False,other
19.401041666666664,55,shinv,True,first
20.630208333333336,57,norm,True,first
21.052083333333336,53,norm,False,other
21.5,55,inv,True,first
21.953125,55,inv,False,other
23.130208333333332,52,inv,False,other
23.572916666666664,55,inv,False,other
24.026041666666664,53,inv,False,other
24.463541666666664,52,inv,False,other
25.75520833333333,52,inv,False,other
26.182291666666664,55,inv,False,other
26.630208333333332,53,inv,False,other
27.078125,55,inv,False,other
28.427083333333336,48,inv,False,other
28.848958333333336,57,norm,True,first
29.265625000000004,60,norm,False,other
29.703125000000004,52,inv,True,first
30.97395833333334,53,inv,False,other
31.40104166666667,50,inv,False,other
31.843750000000007,53,inv,False,other
32.286458333333336,52,inv,False,other
33.677083333333336,57,norm,True,first
34.109375,57,shinv,True,first
34.5625,55,shinv,False,other
35.010416666666664,52,inv,True,first
36.31249999999999,52,inv,False,other
36.72395833333333,55,inv,False,other
37.166666666666664,53,inv,False,other
37.604166666666664,52,inv,False,other
38.927083333333336,48,inv,False,other
39.354166666666664,48,inv,False,other
39.8125,55,inv,False,other
40.24479166666667,55,inv,False,other
41.70312500000001,55,inv,False,other
42.12500000000001,55,inv,False,other
42.54166666666667,48,inv,False,other
42.99479166666667,48,inv,False,other
44.151041666666664,55,shinv,True,first
44.59375,52,shinv,False,other
