time,midi_values,map,map_change,epochtype
0.8385416666666666,53,norm,True,first
1.25,57,norm,False,other
1.6614583333333333,55,norm,False,other
2.0625,60,norm,False,other
3.1041666666666665,60,norm,False,other
3.5416666666666665,60,norm,False,other
3.9374999999999996,55,norm,False,other
4.348958333333333,57,norm,False,other
5.505208333333333,55,norm,False,other
5.927083333333333,53,norm,False,other
6.354166666666667,53,norm,False,other
6.71875,57,norm,False,other
7.739583333333333,60,norm,False,other
8.151041666666666,55,norm,False,other
8.562499999999998,59,norm,False,other
8.968749999999998,57,norm,False,other
10.234375,57,shinv,True,first
10.651041666666666,55,shinv,False,other
11.031249999999998,60,norm,True,first
11.463541666666664,59,norm,False,other
12.437499999999998,60,norm,False,other
12.859374999999998,53,norm,False,other
13.302083333333332,53,norm,False,other
13.708333333333332,57,norm,False,other
14.598958333333332,55,norm,False,other
15.0,48,inv,True,first
15.40625,52,inv,False,other
15.786458333333332,53,inv,False,other
16.713541666666664,53,norm,True,first
17.109374999999996,57,norm,False,other
17.479166666666664,59,norm,False,other
17.83333333333333,57,norm,False,other
18.703124999999993,60,norm,False,other
19.11458333333333,60,norm,False,other
19.510416666666664,53,norm,False,other
19.874999999999996,55,norm,False,other
20.84895833333333,57,norm,False,other
21.28125,53,shinv,True,first
21.65625,50,shinv,False,other
22.06770833333333,55,norm,True,first
23.124999999999996,53,norm,False,other
23.552083333333332,52,inv,True,first
23.947916666666668,52,inv,False,other
24.343750000000004,48,inv,False,other
25.250000000000004,48,inv,False,other
25.65104166666667,48,inv,False,other
26.03645833333334,50,inv,False,other
26.406250000000007,55,inv,False,other
27.291666666666664,57,shinv,True,first
27.69270833333334,53,inv,True,first
28.072916666666675,52,inv,False,other
28.463541666666675,52,inv,False,other
29.270833333333343,52,inv,False,other
29.651041666666675,53,inv,False,other
30.02083333333334,48,inv,False,other
30.406250000000007,55,inv,False,other
31.354166666666664,53,norm,True,first
31.750000000000007,48,inv,True,first
32.09375000000001,53,inv,False,other
32.46354166666667,52,inv,False,other
33.25,52,inv,False,other
33.61979166666667,50,inv,False,other
33.97916666666667,50,inv,False,other
34.333333333333336,48,inv,False,other
35.166666666666664,60,norm,True,first
35.52083333333333,59,norm,False,other
35.87499999999999,57,norm,False,other
36.229166666666664,55,shinv,True,first
37.015625,55,inv,True,first
37.40625,55,inv,False,other
37.739583333333336,50,inv,False,other
38.078125,52,inv,False,other
38.89583333333333,48,inv,False,other
39.28645833333333,52,inv,False,other
39.33333333333333,50,inv,False,other
39.572916666666664,50,inv,False,other
39.916666666666664,52,inv,False,other
40.703125,55,inv,False,other
41.067708333333336,53,inv,False,other
41.40104166666667,53,inv,False,other
41.77083333333334,52,inv,False,other
42.72916666666668,52,inv,False,other
43.093750000000014,53,inv,False,other
43.45833333333335,55,inv,False,other
43.828125000000014,48,inv,False,other
44.703125000000014,48,inv,False,other
45.06770833333333,57,shinv,True,first
45.526041666666664,53,shinv,False,other
45.91145833333333,55,shinv,False,other
46.64583333333333,53,shinv,False,other
47.04166666666668,48,inv,True,first
47.04166666666668,50,inv,False,other
47.34375000000001,50,inv,False,other
47.71354166666667,53,inv,False,other
47.723958333333336,55,inv,False,other
48.64062500000001,55,inv,False,other
49.05208333333333,55,shinv,True,first
49.46875,53,shinv,False,other
49.89583333333333,53,shinv,False,other
50.77083333333334,48,inv,True,first
51.15104166666668,52,inv,False,other
51.51041666666668,53,inv,False,other
51.89583333333334,48,inv,False,other
52.71354166666668,55,inv,False,other
53.140625000000014,55,inv,False,other
53.50520833333335,52,inv,False,other
53.83333333333335,53,inv,False,other
54.64583333333335,48,inv,False,other
54.953125000000014,50,inv,False,other
55.307291666666686,50,inv,False,other
55.67187500000002,52,inv,False,other
56.59895833333336,50,inv,False,other
56.96354166666669,50,inv,False,other
57.28645833333336,52,inv,False,other
57.63020833333336,48,inv,False,other
58.45833333333333,50,shinv,True,first
58.78124999999999,52,shinv,False,other
58.95833333333333,52,shinv,False,other
59.213541666666664,53,shinv,False,other
60.08333333333336,53,inv,True,first
60.45312500000002,55,inv,False,other
60.77604166666669,52,inv,False,other
61.10416666666669,50,inv,False,other
61.92708333333336,52,inv,False,other
62.45833333333333,53,shinv,True,first
62.84374999999999,55,shinv,False,other
63.19791666666666,50,shinv,False,other
63.90624999999999,50,shinv,False,other
64.25,57,shinv,False,other
64.59375,55,shinv,False,other
64.9375,53,shinv,False,other
65.79687500000003,52,inv,True,first
66.19270833333337,48,inv,False,other
66.55729166666666,60,norm,True,first
66.91666666666666,53,norm,False,other
67.73958333333337,53,inv,True,first
68.1197916666667,52,inv,False,other
68.48958333333336,48,inv,False,other
68.85937500000003,48,inv,False,other
69.68229166666669,48,inv,False,other
70.07812500000001,50,inv,False,other
70.39062500000001,52,inv,False,other
70.75000000000001,53,inv,False,other
71.58333333333331,55,norm,True,first
71.88541666666664,57,norm,False,other
72.203125,50,shinv,True,first
72.53645833333333,57,shinv,False,other
73.31250000000001,55,inv,True,first
73.64062500000001,48,inv,False,other
73.97395833333336,53,inv,False,other
74.3125,53,shinv,True,first
75.05208333333333,53,shinv,False,other
75.38020833333333,52,shinv,False,other
75.69791666666666,52,shinv,False,other
75.98958333333333,50,shinv,False,other
76.32291666666666,52,shinv,False,other
77.18749999999999,52,shinv,False,other
77.54166666666664,53,shinv,False,other
77.90624999999999,53,shinv,False,other
78.1770833333333,59,norm,True,first
78.49999999999996,60,norm,False,other
79.28645833333329,60,norm,False,other
79.59895833333329,60,norm,False,other
